* Dictionary *
session: Unique session identifier, From 1 to 3.
round: Number of round. 18 Rounds per session.
stage: Number of stage within round. An additional stage is required if the group did not reach an agreement in the previous stage.
group: Group each subject belongs to.
id: Unique subject identifier (identifies subject across sessions) >= 1
delta: discount value. Could be 0, 0.2, 0.4, 0.6, 0.8 or 1. For one of the 3 blocks of 6 rounds in the experiment the values of delta are randomly chosen.
budget: Total budget to be allocated.
budget_next: budget to be allocated next stage if proposal fails
subject: number of the subject within a group: from 1 to 3.
b1 b2 b3: proposals as submitted by subjets. b1 is the amount allocated to subject with subject number 1 and so on.
sb1, sb2, sb3: share proposed, = bX/money available, [0,1].
computer: whether the proposer will be replaced by a computer (takes value 1) or not (takes value 0)
choice: if the computer makes a proposal choice codifies the type of proposal to be made.
   1: Egalitarian,
   2: Baron and Ferejohn SPE,
   3: Quasi BF. Proposer gets something between BF and egalitarian. Another member gets the difference,
   4: Non Minimum Winning coalition Proposer gets something between BF and half of the budget.
      Another two member split the difference equally,
   5: totally random
proposer: 1 if subject is the proposer, 0 otherwise.
p1 p2 p3: proposal submitted for voting. p1 is the amount allocated to subject with subject number 1 and so on.
sp1, sp2, sp3: share voted on, pX/money available, [0,1].
belief: answer to how likely do you think it is that the proposal comes from a computer? (-1 if Round is 6 or less, between 0 and 100 for Rounds 7 onwards) (Only for Stage 1, Stage 2 onwards equals -1)
vote: 1 if subject voted in favor, 0 if voted against
pass: 1 if proposal received a simple majority of votes
profit: profit made by the subject in the stage.
s_floor: share the subject is offered in the proposal on the floor, [0,1]
prop_s_floor: share to the proposer in the proposal on the floor, [0,1]
prop_s: share a subject offered for himself, [0,1]
high_s: highest offered share excluding the proposer, [0,1]
low_s: lowest offered share excluding the proposer, [0,1]
high_s_floor: highest offered share on the floor excluding the proposer, [0,1]
low_s_floor: lowest offered share on the floor excluding the proposer, [0,1]
mwc: = 1 if subject offered a MWC, 0 o/w.
mwc_floor: = 1 if proposal on the floor is a MWC, 0 o/w.
rmwc: = 1 if subject offered a Relaxed MWC, excluded member gets 10% of budget or less
rmwc_floor: = 1 if proposal on the floor is a Relaxed MWC, excluded member gets 10% of budget or less
equal = 1 if budget divided equally among members
**************

session,round,stage,group,id,subject,delta,budget,budget_next,b1,b2,b3,sb1,sb2,sb3,computer,choice,proposer,p1,p2,p3,sp1,sp2,sp3,belief,vote,pass,profit,s_floor,prop_s_floor,prop_s,high_s,low_s,mwc,mwc_floor,rmwc,rmwc_floor,high_s_floor,low_s_floor,equal
101215_1457,4,1,4,18,1,.80000001,30,24,19,11,0,.63333333,.36666667,0,0,3,0,11,0,19,.36666667,0,.63333333,-1,1,1,11,.36666667,.63333333,.63333333,.36666667,0,1,1,1,1,.36666667,0,0
101215_1457,4,1,4,2,2,.80000001,30,24,14,15,1,.46666667,.5,.033333335,0,3,0,11,0,19,.36666667,0,.63333333,-1,0,1,0,0,.63333333,.5,.46666667,.033333335,0,1,1,1,.36666667,0,0
101215_1457,4,1,4,16,3,.80000001,30,24,11,0,19,.36666667,0,.63333333,0,3,1,11,0,19,.36666667,0,.63333333,-1,1,1,19,.63333333,.63333333,.63333333,.36666667,0,1,1,1,1,.36666667,0,0
101215_1457,4,1,5,7,1,.80000001,30,24,15,15,0,.5,.5,0,1,4,0,7.0999999,7,15.9,.23666666,.23333333,.52999997,-1,1,1,7.0999999,.23666666,.52999997,.5,.5,0,1,0,1,0,.23666666,.23333333,0
101215_1457,4,1,5,3,2,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,4,0,7.0999999,7,15.9,.23666666,.23333333,.52999997,-1,1,1,7,.23333333,.52999997,.33333334,.33333334,.33333334,0,0,0,0,.23666666,.23333333,1
101215_1457,4,1,5,11,3,.80000001,30,24,11,0,19,.36666667,0,.63333333,1,4,1,7.0999999,7,15.9,.23666666,.23333333,.52999997,-1,1,1,15.9,.52999997,.52999997,.63333333,.36666667,0,1,0,1,0,.23666666,.23333333,0
101215_1457,4,1,6,4,1,.80000001,30,24,13,8.5,8.5,.43333334,.28333333,.28333333,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.43333334,.28333333,.28333333,0,0,0,0,.33333334,.33333334,0
101215_1457,4,1,6,12,2,.80000001,30,24,11,19,0,.36666667,.63333333,0,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.63333333,.36666667,0,1,0,1,0,.33333334,.33333334,0
101215_1457,4,1,6,9,3,.80000001,30,24,15,0,15,.5,0,.5,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101215_1457,5,1,1,3,1,1,30,30,15.9,7.0999999,7,.52999997,.23666666,.23333333,1,3,1,16.9,13.1,0,.56333333,.43666667,0,-1,1,1,16.9,.56333333,.56333333,.52999997,.23666666,.23333333,0,1,0,1,.43666667,0,0
101215_1457,5,1,1,9,2,1,30,30,15,15,0,.5,.5,0,1,3,0,16.9,13.1,0,.56333333,.43666667,0,-1,1,1,13.1,.43666667,.56333333,.5,.5,0,1,1,1,1,.43666667,0,0
101215_1457,5,1,1,10,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,1,3,0,16.9,13.1,0,.56333333,.43666667,0,-1,0,1,0,0,.56333333,.33333334,.33333334,.33333334,0,1,0,1,.43666667,0,1
101215_1457,5,1,2,16,1,1,30,30,15,15,0,.5,.5,0,1,3,1,15.2,14.8,0,.50666666,.49333334,0,-1,1,1,15.2,.50666666,.50666666,.5,.5,0,1,1,1,1,.49333334,0,0
101215_1457,5,1,2,18,2,1,30,30,11,19,0,.36666667,.63333333,0,1,3,0,15.2,14.8,0,.50666666,.49333334,0,-1,1,1,14.8,.49333334,.50666666,.63333333,.36666667,0,1,1,1,1,.49333334,0,0
101215_1457,5,1,2,12,3,1,30,30,10,0,20,.33333334,0,.66666669,1,3,0,15.2,14.8,0,.50666666,.49333334,0,-1,0,1,0,0,.50666666,.66666669,.33333334,0,1,1,1,1,.49333334,0,0
101215_1457,5,1,3,1,1,1,30,30,20,10,0,.66666669,.33333334,0,0,3,1,20,10,0,.66666669,.33333334,0,-1,1,0,0,.66666669,.66666669,.66666669,.33333334,0,1,1,1,1,.33333334,0,0
101215_1457,5,1,3,13,2,1,30,30,13,17,0,.43333334,.56666666,0,0,3,0,20,10,0,.66666669,.33333334,0,-1,0,0,0,.33333334,.66666669,.56666666,.43333334,0,1,1,1,1,.33333334,0,0
101215_1457,5,1,3,7,3,1,30,30,11,7,12,.36666667,.23333333,.40000001,0,3,0,20,10,0,.66666669,.33333334,0,-1,0,0,0,0,.66666669,.40000001,.36666667,.23333333,0,1,0,1,.33333334,0,0
101215_1457,5,1,4,17,1,1,30,30,25,0,5,.83333331,0,.16666667,0,1,1,25,0,5,.83333331,0,.16666667,-1,1,0,0,.83333331,.83333331,.83333331,.16666667,0,1,1,1,1,.16666667,0,0
101215_1457,5,1,4,2,2,1,30,30,13,17,0,.43333334,.56666666,0,0,1,0,25,0,5,.83333331,0,.16666667,-1,0,0,0,0,.83333331,.56666666,.43333334,0,1,1,1,1,.16666667,0,0
101215_1457,5,1,4,15,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,1,0,25,0,5,.83333331,0,.16666667,-1,0,0,0,.16666667,.83333331,.33333334,.33333334,.33333334,0,1,0,1,.16666667,0,1
101215_1457,5,1,5,14,1,1,30,30,15,15,0,.5,.5,0,1,5,1,17.6,.30000001,12.1,.5866667,.010000001,.40333334,-1,1,0,0,.5866667,.5866667,.5,.5,0,1,0,1,1,.40333334,.010000001,0
101215_1457,5,1,5,11,2,1,30,30,11,19,0,.36666667,.63333333,0,1,5,0,17.6,.30000001,12.1,.5866667,.010000001,.40333334,-1,0,0,0,.010000001,.5866667,.63333333,.36666667,0,1,0,1,1,.40333334,.010000001,0
101215_1457,5,1,5,5,3,1,30,30,12,6,12,.40000001,.2,.40000001,1,5,0,17.6,.30000001,12.1,.5866667,.010000001,.40333334,-1,0,0,0,.40333334,.5866667,.40000001,.40000001,.2,0,0,0,1,.40333334,.010000001,0
101215_1457,5,1,6,8,1,1,30,30,22,0,8,.73333335,0,.26666668,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.73333335,.26666668,0,1,0,1,0,.33333334,.33333334,0
101215_1457,5,1,6,4,2,1,30,30,9,12,9,.30000001,.40000001,.30000001,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.40000001,.30000001,.30000001,0,0,0,0,.33333334,.33333334,0
101215_1457,5,1,6,6,3,1,30,30,9,9,12,.30000001,.30000001,.40000001,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.40000001,.30000001,.30000001,0,0,0,0,.33333334,.33333334,0
101215_1457,5,2,3,1,1,1,30,30,20,10,0,.66666669,.33333334,0,0,4,0,13,17,0,.43333334,.56666666,0,-1,1,1,13,.43333334,.56666666,.66666669,.33333334,0,1,1,1,1,.43333334,0,0
101215_1457,5,2,3,13,2,1,30,30,13,17,0,.43333334,.56666666,0,0,4,1,13,17,0,.43333334,.56666666,0,-1,1,1,17,.56666666,.56666666,.56666666,.43333334,0,1,1,1,1,.43333334,0,0
101215_1457,5,2,3,7,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,4,0,13,17,0,.43333334,.56666666,0,-1,0,1,0,0,.56666666,.33333334,.33333334,.33333334,0,1,0,1,.43333334,0,1
101215_1457,5,2,4,17,1,1,30,30,20,10,0,.66666669,.33333334,0,0,2,0,13,17,0,.43333334,.56666666,0,-1,0,0,0,.43333334,.56666666,.66666669,.33333334,0,1,1,1,1,.43333334,0,0
101215_1457,5,2,4,2,2,1,30,30,13,17,0,.43333334,.56666666,0,0,2,1,13,17,0,.43333334,.56666666,0,-1,1,0,0,.56666666,.56666666,.56666666,.43333334,0,1,1,1,1,.43333334,0,0
101215_1457,5,2,4,15,3,1,30,30,15,0,15,.5,0,.5,0,2,0,13,17,0,.43333334,.56666666,0,-1,0,0,0,0,.56666666,.5,.5,0,1,1,1,1,.43333334,0,0
101215_1457,5,2,5,14,1,1,30,30,15,15,0,.5,.5,0,0,3,0,0,19,11,0,.63333333,.36666667,-1,0,0,0,0,.63333333,.5,.5,0,1,1,1,1,.36666667,0,0
101215_1457,5,2,5,11,2,1,30,30,0,19,11,0,.63333333,.36666667,0,3,1,0,19,11,0,.63333333,.36666667,-1,1,0,0,.63333333,.63333333,.63333333,.36666667,0,1,1,1,1,.36666667,0,0
101215_1457,5,2,5,5,3,1,30,30,15,0,15,.5,0,.5,0,3,0,0,19,11,0,.63333333,.36666667,-1,0,0,0,.36666667,.63333333,.5,.5,0,1,1,1,1,.36666667,0,0
101215_1457,5,3,4,17,1,1,30,30,15,0,15,.5,0,.5,0,4,1,15,0,15,.5,0,.5,-1,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,5,3,4,2,2,1,30,30,15,15,0,.5,.5,0,0,4,0,15,0,15,.5,0,.5,-1,0,1,0,0,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,5,3,4,15,3,1,30,30,15,0,15,.5,0,.5,0,4,0,15,0,15,.5,0,.5,-1,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,5,3,5,14,1,1,30,30,15,15,0,.5,.5,0,0,2,1,15,15,0,.5,.5,0,-1,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,5,3,5,11,2,1,30,30,11,19,0,.36666667,.63333333,0,0,2,0,15,15,0,.5,.5,0,-1,1,1,15,.5,.5,.63333333,.36666667,0,1,1,1,1,.5,0,0
101215_1457,5,3,5,5,3,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,2,0,15,15,0,.5,.5,0,-1,1,1,0,0,.5,.33333334,.33333334,.33333334,0,1,0,1,.5,0,1
101215_1457,6,1,1,5,1,.40000001,30,12,15,15,0,.5,.5,0,0,3,0,9,9,12,.30000001,.30000001,.40000001,-1,1,1,9,.30000001,.40000001,.5,.5,0,1,0,1,0,.30000001,.30000001,0
101215_1457,6,1,1,1,2,.40000001,30,12,10,15,5,.33333334,.5,.16666667,0,3,0,9,9,12,.30000001,.30000001,.40000001,-1,1,1,9,.30000001,.40000001,.5,.33333334,.16666667,0,0,0,0,.30000001,.30000001,0
101215_1457,6,1,1,6,3,.40000001,30,12,9,9,12,.30000001,.30000001,.40000001,0,3,1,9,9,12,.30000001,.30000001,.40000001,-1,1,1,12,.40000001,.40000001,.40000001,.30000001,.30000001,0,0,0,0,.30000001,.30000001,0
101215_1457,6,1,2,10,1,.40000001,30,12,15,15,0,.5,.5,0,0,3,0,12,0,18,.40000001,0,.60000002,-1,1,1,12,.40000001,.60000002,.5,.5,0,1,1,1,1,.40000001,0,0
101215_1457,6,1,2,3,2,.40000001,30,12,9,12,9,.30000001,.40000001,.30000001,0,3,0,12,0,18,.40000001,0,.60000002,-1,0,1,0,0,.60000002,.40000001,.30000001,.30000001,0,1,0,1,.40000001,0,0
101215_1457,6,1,2,16,3,.40000001,30,12,12,0,18,.40000001,0,.60000002,0,3,1,12,0,18,.40000001,0,.60000002,-1,1,1,18,.60000002,.60000002,.60000002,.40000001,0,1,1,1,1,.40000001,0,0
101215_1457,6,1,3,9,1,.40000001,30,12,15,15,0,.5,.5,0,0,2,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101215_1457,6,1,3,7,2,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,0,2,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101215_1457,6,1,3,11,3,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,0,2,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101215_1457,6,1,4,12,1,.40000001,30,12,20,10,0,.66666669,.33333334,0,1,3,0,14.3,0,15.7,.47666666,0,.52333331,-1,1,1,14.3,.47666666,.52333331,.66666669,.33333334,0,1,1,1,1,.47666666,0,0
101215_1457,6,1,4,15,2,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,1,3,0,14.3,0,15.7,.47666666,0,.52333331,-1,0,1,0,0,.52333331,.33333334,.33333334,.33333334,0,1,0,1,.47666666,0,1
101215_1457,6,1,4,2,3,.40000001,30,12,15,0,15,.5,0,.5,1,3,1,14.3,0,15.7,.47666666,0,.52333331,-1,1,1,15.7,.52333331,.52333331,.5,.5,0,1,1,1,1,.47666666,0,0
101215_1457,6,1,5,13,1,.40000001,30,12,17,13,0,.56666666,.43333334,0,1,3,0,10.6,0,19.4,.35333335,0,.64666665,-1,1,1,10.6,.35333335,.64666665,.56666666,.43333334,0,1,1,1,1,.35333335,0,0
101215_1457,6,1,5,8,2,.40000001,30,12,0,22,8,0,.73333335,.26666668,1,3,0,10.6,0,19.4,.35333335,0,.64666665,-1,0,1,0,0,.64666665,.73333335,.26666668,0,1,1,1,1,.35333335,0,0
101215_1457,6,1,5,18,3,.40000001,30,12,11,0,19,.36666667,0,.63333333,1,3,1,10.6,0,19.4,.35333335,0,.64666665,-1,1,1,19.4,.64666665,.64666665,.63333333,.36666667,0,1,1,1,1,.35333335,0,0
101215_1457,6,1,6,14,1,.40000001,30,12,15,15,0,.5,.5,0,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.5,0,1,0,1,0,.33333334,.33333334,0
101215_1457,6,1,6,17,2,.40000001,30,12,13,17,0,.43333334,.56666666,0,0,3,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.56666666,.43333334,0,1,0,1,0,.33333334,.33333334,0
101215_1457,6,1,6,4,3,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,0,3,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101215_1457,7,1,1,4,1,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,3,0,14.8,0,15.2,.49333334,0,.50666666,.64999998,1,1,14.8,.49333334,.50666666,.33333334,.33333334,.33333334,0,1,0,1,.49333334,0,1
101215_1457,7,1,1,10,2,.80000001,30,24,15,15,0,.5,.5,0,1,3,0,14.8,0,15.2,.49333334,0,.50666666,.5,0,1,0,0,.50666666,.5,.5,0,1,1,1,1,.49333334,0,0
101215_1457,7,1,1,13,3,.80000001,30,24,13,0,17,.43333334,0,.56666666,1,3,1,14.8,0,15.2,.49333334,0,.50666666,-1,1,1,15.2,.50666666,.50666666,.56666666,.43333334,0,1,1,1,1,.49333334,0,0
101215_1457,7,1,2,3,1,.80000001,30,24,20,10,0,.66666669,.33333334,0,1,4,0,7,7,16,.23333333,.23333333,.53333336,.1,0,1,7,.23333333,.53333336,.66666669,.33333334,0,1,0,1,0,.23333333,.23333333,0
101215_1457,7,1,2,9,2,.80000001,30,24,13,17,0,.43333334,.56666666,0,1,4,0,7,7,16,.23333333,.23333333,.53333336,.75,1,1,7,.23333333,.53333336,.56666666,.43333334,0,1,0,1,0,.23333333,.23333333,0
101215_1457,7,1,2,6,3,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,4,1,7,7,16,.23333333,.23333333,.53333336,-1,1,1,16,.53333336,.53333336,.33333334,.33333334,.33333334,0,0,0,0,.23333333,.23333333,1
101215_1457,7,1,3,11,1,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,3,0,15,0,15,.5,0,.5,1,1,1,15,.5,.5,.33333334,.33333334,.33333334,0,1,0,1,.5,0,1
101215_1457,7,1,3,2,2,.80000001,30,24,15,15,0,.5,.5,0,0,3,0,15,0,15,.5,0,.5,.050000001,0,1,0,0,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,7,1,3,17,3,.80000001,30,24,15,0,15,.5,0,.5,0,3,1,15,0,15,.5,0,.5,0,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,7,1,4,18,1,.80000001,30,24,19,11,0,.63333333,.36666667,0,0,3,0,10,5,15,.33333334,.16666667,.5,.40000001,1,1,10,.33333334,.5,.63333333,.36666667,0,1,0,1,0,.33333334,.16666667,0
101215_1457,7,1,4,7,2,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,3,0,10,5,15,.33333334,.16666667,.5,.1,1,1,5,.16666667,.5,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.16666667,1
101215_1457,7,1,4,1,3,.80000001,30,24,10,5,15,.33333334,.16666667,.5,0,3,1,10,5,15,.33333334,.16666667,.5,0,1,1,15,.5,.5,.5,.33333334,.16666667,0,0,0,0,.33333334,.16666667,0
101215_1457,7,1,5,15,1,.80000001,30,24,15,15,0,.5,.5,0,0,4,0,15,0,15,.5,0,.5,.99000001,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,7,1,5,5,2,.80000001,30,24,15,15,0,.5,.5,0,0,4,0,15,0,15,.5,0,.5,0,0,1,0,0,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,7,1,5,14,3,.80000001,30,24,15,0,15,.5,0,.5,0,4,1,15,0,15,.5,0,.5,.40000001,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,7,1,6,16,1,.80000001,30,24,18,11,1,.60000002,.36666667,.033333335,1,4,0,5.8000002,5.9000001,18.299999,.19333334,.19666667,.60999995,1,0,0,0,.19333334,.60999995,.60000002,.36666667,.033333335,0,0,1,0,.19666667,.19333334,0
101215_1457,7,1,6,12,2,.80000001,30,24,10,20,0,.33333334,.66666669,0,1,4,0,5.8000002,5.9000001,18.299999,.19333334,.19666667,.60999995,.69999999,0,0,0,.19666667,.60999995,.66666669,.33333334,0,1,0,1,0,.19666667,.19333334,0
101215_1457,7,1,6,8,3,.80000001,30,24,0,15,15,0,.5,.5,1,4,1,5.8000002,5.9000001,18.299999,.19333334,.19666667,.60999995,-1,1,0,0,.60999995,.60999995,.5,.5,0,1,0,1,0,.19666667,.19333334,0
101215_1457,7,2,6,16,1,.80000001,24,19.200001,12,11,1,.5,.45833334,.041666668,0,3,1,12,11,1,.5,.45833334,.041666668,-1,1,1,12,.5,.5,.5,.45833334,.041666668,0,0,1,1,.45833334,.041666668,0
101215_1457,7,2,6,12,2,.80000001,24,19.200001,9,15,0,.375,.625,0,0,3,0,12,11,1,.5,.45833334,.041666668,-1,1,1,11,.45833334,.5,.625,.375,0,1,0,1,1,.45833334,.041666668,0
101215_1457,7,2,6,8,3,.80000001,24,19.200001,12,0,12,.5,0,.5,0,3,0,12,11,1,.5,.45833334,.041666668,-1,0,1,1,.041666668,.5,.5,.5,0,1,0,1,1,.45833334,.041666668,0
101215_1457,8,1,1,11,1,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,1,5,1,5.1999998,8.3000002,16.5,.17333333,.27666667,.55000001,-1,1,1,5.1999998,.17333333,.17333333,.33333334,.33333334,.33333334,0,0,0,0,.55000001,.27666667,1
101215_1457,8,1,1,3,2,.60000002,30,18,10,20,0,.33333334,.66666669,0,1,5,0,5.1999998,8.3000002,16.5,.17333333,.27666667,.55000001,.30000001,1,1,8.3000002,.27666667,.17333333,.66666669,.33333334,0,1,0,1,0,.55000001,.27666667,0
101215_1457,8,1,1,4,3,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,1,5,0,5.1999998,8.3000002,16.5,.17333333,.27666667,.55000001,1,1,1,16.5,.55000001,.17333333,.33333334,.33333334,.33333334,0,0,0,0,.55000001,.27666667,1
101215_1457,8,1,2,1,1,.60000002,30,18,15,10,5,.5,.33333334,.16666667,1,5,1,5.1999998,8.3000002,16.5,.17333333,.27666667,.55000001,-1,1,1,5.1999998,.17333333,.17333333,.5,.33333334,.16666667,0,0,0,0,.55000001,.27666667,0
101215_1457,8,1,2,9,2,.60000002,30,18,13,17,0,.43333334,.56666666,0,1,5,0,5.1999998,8.3000002,16.5,.17333333,.27666667,.55000001,.75999999,0,1,8.3000002,.27666667,.17333333,.56666666,.43333334,0,1,0,1,0,.55000001,.27666667,0
101215_1457,8,1,2,5,3,.60000002,30,18,9,9,12,.30000001,.30000001,.40000001,1,5,0,5.1999998,8.3000002,16.5,.17333333,.27666667,.55000001,1,1,1,16.5,.55000001,.17333333,.40000001,.30000001,.30000001,0,0,0,0,.55000001,.27666667,0
101215_1457,8,1,3,2,1,.60000002,30,18,15,15,0,.5,.5,0,0,4,1,15,15,0,.5,.5,0,.050000001,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,8,1,3,18,2,.60000002,30,18,11,19,0,.36666667,.63333333,0,0,4,0,15,15,0,.5,.5,0,.2,1,1,15,.5,.5,.63333333,.36666667,0,1,1,1,1,.5,0,0
101215_1457,8,1,3,15,3,.60000002,30,18,16,0,14,.53333336,0,.46666667,0,4,0,15,15,0,.5,.5,0,.99000001,0,1,0,0,.5,.46666667,.53333336,0,1,1,1,1,.5,0,0
101215_1457,8,1,4,8,1,.60000002,30,18,25,5,0,.83333331,.16666667,0,1,2,1,24,6,0,.80000001,.2,0,-1,1,0,0,.80000001,.80000001,.83333331,.16666667,0,1,1,1,1,.2,0,0
101215_1457,8,1,4,13,2,.60000002,30,18,11,19,0,.36666667,.63333333,0,1,2,0,24,6,0,.80000001,.2,0,.2,0,0,0,.2,.80000001,.63333333,.36666667,0,1,1,1,1,.2,0,0
101215_1457,8,1,4,17,3,.60000002,30,18,0,15,15,0,.5,.5,1,2,0,24,6,0,.80000001,.2,0,.16,0,0,0,0,.80000001,.5,.5,0,1,1,1,1,.2,0,0
101215_1457,8,1,5,12,1,.60000002,30,18,19.5,10.5,0,.64999998,.34999999,0,0,3,1,19.5,10.5,0,.64999998,.34999999,0,0,1,0,0,.64999998,.64999998,.64999998,.34999999,0,1,1,1,1,.34999999,0,0
101215_1457,8,1,5,6,2,.60000002,30,18,9,12,9,.30000001,.40000001,.30000001,0,3,0,19.5,10.5,0,.64999998,.34999999,0,.99000001,0,0,0,.34999999,.64999998,.40000001,.30000001,.30000001,0,1,0,1,.34999999,0,0
101215_1457,8,1,5,7,3,.60000002,30,18,10,9,11,.33333334,.30000001,.36666667,0,3,0,19.5,10.5,0,.64999998,.34999999,0,.89999998,0,0,0,0,.64999998,.36666667,.33333334,.30000001,0,1,0,1,.34999999,0,0
101215_1457,8,1,6,16,1,.60000002,30,18,18,11,1,.60000002,.36666667,.033333335,1,2,1,24,6,0,.80000001,.2,0,-1,1,1,24,.80000001,.80000001,.60000002,.36666667,.033333335,0,1,1,1,.2,0,0
101215_1457,8,1,6,10,2,.60000002,30,18,15,15,0,.5,.5,0,1,2,0,24,6,0,.80000001,.2,0,.89999998,1,1,6,.2,.80000001,.5,.5,0,1,1,1,1,.2,0,0
101215_1457,8,1,6,14,3,.60000002,30,18,0,15,15,0,.5,.5,1,2,0,24,6,0,.80000001,.2,0,.75,0,1,0,0,.80000001,.5,.5,0,1,1,1,1,.2,0,0
101215_1457,8,2,4,8,1,.60000002,18,10.8,10,8,0,.55555558,.44444445,0,0,2,0,0,9,9,0,.5,.5,-1,0,1,0,0,.5,.55555558,.44444445,0,1,1,1,1,.5,0,0
101215_1457,8,2,4,13,2,.60000002,18,10.8,8,10,0,.44444445,.55555558,0,0,2,0,0,9,9,0,.5,.5,-1,1,1,9,.5,.5,.55555558,.44444445,0,1,1,1,1,.5,0,0
101215_1457,8,2,4,17,3,.60000002,18,10.8,0,9,9,0,.5,.5,0,2,1,0,9,9,0,.5,.5,-1,1,1,9,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
101215_1457,8,2,5,12,1,.60000002,18,10.8,12,6,0,.66666669,.33333334,0,0,3,0,6,6,6,.33333334,.33333334,.33333334,-1,1,1,6,.33333334,.33333334,.66666669,.33333334,0,1,0,1,0,.33333334,.33333334,0
101215_1457,8,2,5,6,2,.60000002,18,10.8,6,6,6,.33333334,.33333334,.33333334,0,3,0,6,6,6,.33333334,.33333334,.33333334,-1,1,1,6,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101215_1457,8,2,5,7,3,.60000002,18,10.8,6,6,6,.33333334,.33333334,.33333334,0,3,1,6,6,6,.33333334,.33333334,.33333334,-1,1,1,6,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
101215_1457,9,1,1,1,1,.2,30,6,22,4,4,.73333335,.13333334,.13333334,0,3,0,8,8,14,.26666668,.26666668,.46666667,1,1,1,8,.26666668,.46666667,.73333335,.13333334,.13333334,0,0,0,0,.26666668,.26666668,0
101215_1457,9,1,1,14,2,.2,30,6,5,25,0,.16666667,.83333331,0,0,3,0,8,8,14,.26666668,.26666668,.46666667,.55000001,1,1,8,.26666668,.46666667,.83333331,.16666667,0,1,0,1,0,.26666668,.26666668,0
101215_1457,9,1,1,5,3,.2,30,6,8,8,14,.26666668,.26666668,.46666667,0,3,1,8,8,14,.26666668,.26666668,.46666667,0,1,1,14,.46666667,.46666667,.46666667,.26666668,.26666668,0,0,0,0,.26666668,.26666668,0
101215_1457,9,1,2,12,1,.2,30,6,24,6,0,.80000001,.2,0,1,3,0,11.7,0,18.299999,.38999999,0,.60999995,.5,1,1,11.7,.38999999,.60999995,.80000001,.2,0,1,1,1,1,.38999999,0,0
