* Dictionary *
paper:      paper #, labelled with authors and year
session:    session #
id:			    id #
oid:			    partner id #
supergame:	match #
round:		  round #
horizon:	length of supergame
r:    	    payoff to joint cooperation (reward) in dollars
s:          payoff to cooperation when other defects (sucker) in dollars
t:          payoff to defection when other cooperates (temptation) in dollars
p:          payoff to joint defection (punishment) in dollars
NOTE: r, s, t, and p above are the experimental currency units (ECU).
g:          1+g is the payoff to defection when other cooperates and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (gain)
l:          l is the payoff to cooperation when other defects and payoffs are
            normalized such that joint cooperation = 1 and joint defection = 0 (loss)
sizebad:    SIZE of the Basin of attraction of Always Defect, as defined in Embrey, Frechette, and Yuksel (2017), between 0 and 1.
			Only defined for round 1 because that is how it is used in that paper.
coop:       = 1 if subject cooperated, = 0 o/w
order:		for experiments with within subjects design this number indicates the order of the treatments
**************/

paper	session	id	oid	supergame	round	horizon	r	s	t	p	g	l	sizebad	coop	order
"Dal Bo (2005)"	11100	11112	11119	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11112	11120	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11112	11121	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11113	11118	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11113	11119	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11113	11120	8	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11113	11121	9	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11113	11122	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11114	11119	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11114	11120	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11114	11121	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11114	11122	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11114	11123	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11115	11120	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11115	11121	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11115	11122	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11115	11123	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11115	11124	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11116	11111	6	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11116	11110	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11116	11109	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11116	11108	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11116	11107	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11117	11112	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11117	11111	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11117	11110	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11117	11109	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11117	11108	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11118	11113	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11118	11112	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11118	11111	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11118	11110	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11118	11109	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11119	11114	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11119	11113	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11119	11112	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11119	11111	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11119	11110	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11120	11115	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11120	11114	7	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11120	11113	8	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11120	11112	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11120	11111	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11121	11101	6	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11121	11115	7	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11121	11114	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11121	11113	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11121	11112	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11122	11102	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11122	11101	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11122	11115	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11122	11114	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11122	11113	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11123	11103	6	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11123	11102	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11123	11101	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11123	11115	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11123	11114	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11124	11104	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11124	11103	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11124	11102	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11124	11101	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11124	11115	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11125	11105	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11125	11104	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11125	11103	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11125	11102	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11125	11101	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11126	11106	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11126	11105	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11126	11104	8	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11126	11103	9	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11126	11102	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11127	11107	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11127	11106	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11127	11105	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11127	11104	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11127	11103	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11128	11108	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11128	11107	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11128	11106	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11128	11105	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11128	11104	10	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11129	11109	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11129	11108	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11129	11107	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11129	11106	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11129	11105	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11130	11110	6	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11130	11109	7	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11130	11108	8	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11130	11107	9	1	2	65	10	100	35	1.166667	.8333333	1	0	2
"Dal Bo (2005)"	11100	11130	11106	10	1	2	65	10	100	35	1.166667	.8333333	1	1	2
"Dal Bo (2005)"	11100	11101	11121	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11101	11122	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11101	11123	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11101	11124	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11101	11125	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11102	11122	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11102	11123	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11102	11124	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11102	11125	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11102	11126	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11103	11123	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11103	11124	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11103	11125	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11103	11126	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11103	11127	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11104	11124	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11104	11125	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11104	11126	8	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11104	11127	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11104	11128	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11105	11125	6	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11105	11126	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11105	11127	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11105	11128	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11105	11129	10	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11106	11126	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11106	11127	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11106	11128	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11106	11129	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11106	11130	10	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11107	11127	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11107	11128	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11107	11129	8	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11107	11130	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11107	11116	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11108	11128	6	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11108	11129	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11108	11130	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11108	11116	9	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11108	11117	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11109	11129	6	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11109	11130	7	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11109	11116	8	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11109	11117	9	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11109	11118	10	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11110	11130	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11110	11116	7	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11110	11117	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11110	11118	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11110	11119	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11111	11116	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11111	11117	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11111	11118	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11111	11119	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11111	11120	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11112	11117	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11112	11118	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11112	11119	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11112	11120	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11112	11121	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11113	11118	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11113	11119	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11113	11120	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11113	11121	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11113	11122	10	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11114	11119	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11114	11120	7	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11114	11121	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11114	11122	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11114	11123	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11115	11120	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11115	11121	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11115	11122	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11115	11123	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11115	11124	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11116	11111	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11116	11110	7	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11116	11109	8	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11116	11108	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11116	11107	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11117	11112	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11117	11111	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11117	11110	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11117	11109	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11117	11108	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11118	11113	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11118	11112	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11118	11111	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11118	11110	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11118	11109	10	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11119	11114	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11119	11113	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11119	11112	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11119	11111	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11119	11110	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11120	11115	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11120	11114	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11120	11113	8	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11120	11112	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11120	11111	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11121	11101	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11121	11115	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11121	11114	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11121	11113	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11121	11112	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11122	11102	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11122	11101	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11122	11115	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11122	11114	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11122	11113	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11123	11103	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11123	11102	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11123	11101	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11123	11115	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11123	11114	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11124	11104	6	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11124	11103	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11124	11102	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11124	11101	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11124	11115	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11125	11105	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11125	11104	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11125	11103	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11125	11102	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11125	11101	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11126	11106	6	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11126	11105	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11126	11104	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11126	11103	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11126	11102	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11127	11107	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11127	11106	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11127	11105	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11127	11104	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11127	11103	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11128	11108	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11128	11107	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11128	11106	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11128	11105	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11128	11104	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11129	11109	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11129	11108	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11129	11107	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11129	11106	9	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11129	11105	10	2	2	65	10	100	35	1.166667	.8333333		1	2
"Dal Bo (2005)"	11100	11130	11110	6	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11130	11109	7	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11130	11108	8	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11130	11107	9	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11130	11106	10	2	2	65	10	100	35	1.166667	.8333333		0	2
"Dal Bo (2005)"	11100	11101	11126	11	2	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11126	11	3	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11126	11	4	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11127	12	2	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11127	12	3	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11127	12	4	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11128	13	2	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11101	11128	13	3	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11101	11128	13	4	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11101	11129	14	2	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11101	11129	14	3	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11129	14	4	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11101	11130	15	2	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11101	11130	15	3	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11101	11130	15	4	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11102	11127	11	2	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11102	11127	11	3	4	65	10	100	35	1.166667	.8333333		1	3
"Dal Bo (2005)"	11100	11102	11127	11	4	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11102	11128	12	2	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11102	11128	12	3	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11102	11128	12	4	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11102	11129	13	2	4	65	10	100	35	1.166667	.8333333		0	3
"Dal Bo (2005)"	11100	11102	11129	13	3	4	65	10	100	35	1.166667	.8333333		0	3
