/*****************************************************
*Dictionary*

round           repetition number. 10 rounds per session repeating the game
period          2 periods per game. 
group           group to which the subject belongs
subject         number, constant for a subject in the same session
subjectid       identity of the subject in the group: 1, 2 or 3
stage           proposal stage. if it passes first time only one stage is needed, potentially very large
x0              size of project at the beginning of a period
b1              provisional proposal to member with id1 
b2              idem id2
b3              idem id3
x               provisional allocation to investment
p1              selected proposal, allocation to member with id1
p2              idem id2
p3              idem id3
xp              selected allocation to investment
proposerid      id of the proposer
proposer        whether subject is the proposer
vote1           how the subject with id 1 voted: 1, voted in favor, 0 against
vote2           idem id2
vote3           idem id3
treatment       3: dynamic bargaining 80, 2: dynamic bargaining 20, 1: static bargaining
session         consecutive numbering for sessions
id              consecutive numbering for subjects
location        UCLA or NYU
my_priv         private allocation
prop_priv_floor proposer private allocation in the floor
high_priv       highest private allocation in provisional proposal
low_priv        lowest private allocation in provisional proposal
mwc             minimum winning coalition=1.
a10_mwc         aX_ stands for Almost with X units of slack on the lowest share
a20_mwc         idem X=20
a30_mwc         idem X=30

*****************************************************************************************************/
treatment	session	round	group	period	stage	id	subject	inv0	b1	b2	b3	inv	proposer	p1	p2	p3	subjectid	invp	proposerid	vote1	vote2	vote3	location	my_priv	prop_priv_floor	high_priv	low_priv	mwc	a10_mwc	a20_mwc	a30_mwc
"DB80"	"NYU DB80 S1"	8	3	1	1	94	7	0	50	50	50	50	1	50	50	50	2	50	2	1	1	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S1"	8	3	1	1	107	8	0	100	0	100	0	0	50	50	50	1	50	2	1	1	1	"NYU"	100	50	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	8	3	1	1	120	9	0	0	0	0	200	0	50	50	50	3	50	2	1	1	1	"NYU"	0	50	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	8	3	2	1	94	7	40	60	60	60	20	0	30	25	25	2	120	1	1	0	1	"NYU"	60	30	60	60	0	0	0	0
"DB80"	"NYU DB80 S1"	8	3	2	1	107	8	40	30	25	25	120	1	30	25	25	1	120	1	1	0	1	"NYU"	30	30	25	25	0	0	0	0
"DB80"	"NYU DB80 S1"	8	3	2	1	120	9	40	0	0	0	200	0	30	25	25	3	120	1	1	0	1	"NYU"	0	30	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	9	0	1	1	29	2	0	0	0	0	200	0	80	80	0	3	40	1	1	1	0	"NYU"	0	80	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	9	0	1	1	81	6	0	80	80	0	40	1	80	80	0	1	40	1	1	1	0	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	0	1	1	107	8	0	0	100	100	0	0	80	80	0	2	40	1	1	1	0	"NYU"	100	80	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	0	2	1	29	2	32	0	100	100	0	1	0	100	100	3	0	3	1	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	0	2	1	81	6	32	100	100	0	0	0	0	100	100	1	0	3	1	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	0	2	1	107	8	32	1	4	1	194	0	0	100	100	2	0	3	1	1	1	"NYU"	4	100	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	9	1	1	1	55	4	0	50	0	50	100	1	50	0	50	3	100	3	1	0	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	1	1	1	120	9	0	1	1	1	197	0	50	0	50	1	100	3	1	0	1	"NYU"	1	50	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	9	1	1	1	146	11	0	0	85	85	30	0	50	0	50	2	100	3	1	0	1	"NYU"	85	50	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	1	2	1	55	4	80	100	0	100	0	0	1	1	1	3	197	1	1	1	1	"NYU"	100	1	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	1	2	1	120	9	80	1	1	1	197	1	1	1	1	1	197	1	1	1	1	"NYU"	1	1	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	9	1	2	1	146	11	80	90	90	0	20	0	1	1	1	2	197	1	1	1	1	"NYU"	90	1	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	2	1	1	16	1	0	80	80	0	40	0	0	30	30	1	140	2	0	1	1	"NYU"	80	30	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	2	1	1	42	3	0	0	30	30	140	1	0	30	30	2	140	2	0	1	1	"NYU"	30	30	30	0	1	1	1	0
"DB80"	"NYU DB80 S1"	9	2	1	1	94	7	0	60	60	60	20	0	0	30	30	3	140	2	0	1	1	"NYU"	60	30	60	60	0	0	0	0
"DB80"	"NYU DB80 S1"	9	2	2	1	16	1	112	100	0	100	0	0	0	100	100	1	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	2	2	1	42	3	112	0	100	100	0	0	0	100	100	2	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	2	2	1	94	7	112	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	1	1	3	0	0	80	85	0	35	0	0	90	90	1	20	3	0	0	1	"NYU"	80	90	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	1	1	68	5	0	30	30	30	110	0	0	90	90	2	20	3	0	0	1	"NYU"	30	90	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	9	3	1	1	133	10	0	0	90	90	20	1	0	90	90	3	20	3	0	0	1	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	1	2	3	0	0	70	0	70	60	1	70	0	70	1	60	1	1	0	1	"NYU"	70	70	70	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	1	2	68	5	0	30	30	30	110	0	70	0	70	2	60	1	1	0	1	"NYU"	30	70	30	30	0	0	0	0
"DB80"	"NYU DB80 S1"	9	3	1	2	133	10	0	0	90	90	20	0	70	0	70	3	60	1	1	0	1	"NYU"	90	70	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	2	1	3	0	48	100	0	100	0	0	0	100	100	1	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	2	1	68	5	48	75	75	0	50	0	0	100	100	2	0	3	0	1	1	"NYU"	75	100	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	9	3	2	1	133	10	48	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	0	1	1	3	0	0	0	80	80	40	1	0	80	80	3	40	3	0	1	1	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	0	1	1	42	3	0	50	50	0	100	0	0	80	80	2	40	3	0	1	1	"NYU"	50	80	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	0	1	1	146	11	0	85	85	0	30	0	0	80	80	1	40	3	0	1	1	"NYU"	85	80	85	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	0	2	1	3	0	32	100	0	100	0	0	0	100	100	3	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	0	2	1	42	3	32	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	0	2	1	146	11	32	90	90	0	20	0	0	100	100	1	0	2	0	1	1	"NYU"	90	100	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	1	1	1	16	1	0	80	80	0	40	0	70	0	70	1	60	3	1	0	1	"NYU"	80	70	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	1	1	1	107	8	0	0	100	100	0	0	70	0	70	2	60	3	1	0	1	"NYU"	100	70	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	1	1	1	133	10	0	70	0	70	60	1	70	0	70	3	60	3	1	0	1	"NYU"	70	70	70	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	1	2	1	16	1	48	100	100	0	0	0	90	90	0	1	20	2	1	1	0	"NYU"	100	90	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	1	2	1	107	8	48	90	90	0	20	1	90	90	0	2	20	2	1	1	0	"NYU"	90	90	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	1	2	1	133	10	48	0	100	100	0	0	90	90	0	3	20	2	1	1	0	"NYU"	100	90	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	2	1	1	29	2	0	0	0	0	200	1	0	0	0	2	200	2	1	1	0	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S1"	10	2	1	1	68	5	0	75	0	75	50	0	0	0	0	3	200	2	1	1	0	"NYU"	75	0	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	2	1	1	120	9	0	1	1	1	197	0	0	0	0	1	200	2	1	1	0	"NYU"	1	0	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	10	2	2	1	29	2	160	100	100	0	0	1	100	100	0	2	0	2	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	2	2	1	68	5	160	75	0	75	50	0	100	100	0	3	0	2	1	1	0	"NYU"	75	100	75	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	2	2	1	120	9	160	1	1	1	197	0	100	100	0	1	0	2	1	1	0	"NYU"	1	100	1	1	0	0	0	0
"DB80"	"NYU DB80 S1"	10	3	1	1	55	4	0	0	50	50	100	0	80	80	0	3	40	1	1	1	0	"NYU"	50	80	50	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	3	1	1	81	6	0	80	80	0	40	1	80	80	0	1	40	1	1	1	0	"NYU"	80	80	80	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	3	1	1	94	7	0	100	100	0	0	0	80	80	0	2	40	1	1	1	0	"NYU"	100	80	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	3	2	1	55	4	32	0	100	100	0	0	100	100	0	3	0	2	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	3	2	1	81	6	32	90	90	0	20	0	100	100	0	1	0	2	1	1	0	"NYU"	90	100	90	0	1	1	1	1
"DB80"	"NYU DB80 S1"	10	3	2	1	94	7	32	100	100	0	0	1	100	100	0	2	0	2	1	1	0	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	0	1	1	4	0	0	20	40	40	100	1	20	40	40	3	100	3	1	1	1	"NYU"	40	40	40	20	0	0	1	1
"DB80"	"NYU DB80 S2"	1	0	1	1	17	1	0	50	50	0	100	0	20	40	40	2	100	3	1	1	1	"NYU"	50	40	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	0	1	1	121	9	0	25	25	25	125	0	20	40	40	1	100	3	1	1	1	"NYU"	25	40	25	25	0	0	0	0
"DB80"	"NYU DB80 S2"	1	0	2	1	4	0	80	20	20	40	120	1	20	20	40	3	120	3	0	0	1	"NYU"	40	40	20	20	0	0	0	0
"DB80"	"NYU DB80 S2"	1	0	2	1	17	1	80	40	50	10	100	0	20	20	40	2	120	3	0	0	1	"NYU"	50	40	40	10	0	1	1	1
"DB80"	"NYU DB80 S2"	1	0	2	1	121	9	80	40	20	20	120	0	20	20	40	1	120	3	0	0	1	"NYU"	40	40	20	20	0	0	0	0
"DB80"	"NYU DB80 S2"	1	0	2	2	4	0	80	20	30	30	120	1	20	30	30	3	120	3	0	1	1	"NYU"	30	30	30	20	0	0	1	0
"DB80"	"NYU DB80 S2"	1	0	2	2	17	1	80	50	50	0	100	0	20	30	30	2	120	3	0	1	1	"NYU"	50	30	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	0	2	2	121	9	80	30	20	20	130	0	20	30	30	1	120	3	0	1	1	"NYU"	30	30	20	20	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	1	1	56	4	0	10	10	10	170	0	80	10	10	2	100	1	1	0	0	"NYU"	10	80	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	1	1	82	6	0	0	0	0	200	0	80	10	10	3	100	1	1	0	0	"NYU"	0	80	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	1	1	95	7	0	80	10	10	100	1	80	10	10	1	100	1	1	0	0	"NYU"	80	80	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	1	2	56	4	0	10	10	10	170	1	10	10	10	2	170	2	1	1	1	"NYU"	10	10	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	1	2	82	6	0	0	0	0	200	0	10	10	10	3	170	2	1	1	1	"NYU"	0	10	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	1	2	95	7	0	50	50	50	50	0	10	10	10	1	170	2	1	1	1	"NYU"	50	10	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	1	2	1	56	4	136	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	1	2	1	82	6	136	100	0	100	0	0	0	100	100	3	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	1	2	1	95	7	136	40	40	30	90	0	0	100	100	1	0	2	0	1	1	"NYU"	40	100	40	30	0	0	0	1
"DB80"	"NYU DB80 S2"	1	2	1	1	43	3	0	40	60	0	100	0	50	50	50	2	50	1	1	0	0	"NYU"	60	50	40	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	2	1	1	108	8	0	50	50	50	50	1	50	50	50	1	50	1	1	0	0	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	1	1	134	10	0	0	0	0	200	0	50	50	50	3	50	1	1	0	0	"NYU"	0	50	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	1	2	43	3	0	60	80	0	60	0	0	0	0	2	200	3	0	0	1	"NYU"	80	0	60	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	2	1	2	108	8	0	50	50	50	50	0	0	0	0	1	200	3	0	0	1	"NYU"	50	0	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	1	2	134	10	0	0	0	0	200	1	0	0	0	3	200	3	0	0	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	1	3	43	3	0	0	80	60	60	0	0	0	0	2	200	3	1	0	1	"NYU"	80	0	60	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	2	1	3	108	8	0	50	50	50	50	0	0	0	0	1	200	3	1	0	1	"NYU"	50	0	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	1	3	134	10	0	0	0	0	200	1	0	0	0	3	200	3	1	0	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	2	1	43	3	160	0	50	50	100	1	0	50	50	2	100	2	0	1	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	1	2	2	1	108	8	160	50	50	50	50	0	0	50	50	1	100	2	0	1	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	2	2	1	134	10	160	50	50	50	50	0	0	50	50	3	100	2	0	1	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	3	1	1	30	2	0	10	10	10	170	0	30	30	30	3	110	2	1	1	1	"NYU"	10	30	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	1	3	1	1	69	5	0	30	30	30	110	1	30	30	30	2	110	2	1	1	1	"NYU"	30	30	30	30	0	0	0	0
"DB80"	"NYU DB80 S2"	1	3	1	1	147	11	0	40	40	20	100	0	30	30	30	1	110	2	1	1	1	"NYU"	40	30	40	20	0	0	1	1
"DB80"	"NYU DB80 S2"	1	3	2	1	30	2	88	50	50	50	50	1	50	50	50	3	50	3	1	1	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	1	3	2	1	69	5	88	60	60	60	20	0	50	50	50	2	50	3	1	1	1	"NYU"	60	50	60	60	0	0	0	0
"DB80"	"NYU DB80 S2"	1	3	2	1	147	11	88	50	50	20	80	0	50	50	50	1	50	3	1	1	1	"NYU"	50	50	50	20	0	0	1	1
"DB80"	"NYU DB80 S2"	2	0	1	1	82	6	0	0	0	0	200	0	0	0	0	1	200	2	1	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	2	0	1	1	95	7	0	10	10	10	170	0	0	0	0	3	200	2	1	1	1	"NYU"	10	0	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	2	0	1	1	108	8	0	0	0	0	200	1	0	0	0	2	200	2	1	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	2	0	2	1	82	6	160	100	100	0	0	0	0	50	50	1	100	2	0	1	1	"NYU"	100	50	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	0	2	1	95	7	160	100	0	100	0	0	0	50	50	3	100	2	0	1	1	"NYU"	100	50	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	0	2	1	108	8	160	0	50	50	100	1	0	50	50	2	100	2	0	1	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	1	1	17	1	0	50	0	50	100	1	50	0	50	3	100	3	1	0	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	1	1	30	2	0	50	50	50	50	0	50	0	50	2	100	3	1	0	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	2	1	1	1	56	4	0	10	10	10	170	0	50	0	50	1	100	3	1	0	1	"NYU"	10	50	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	2	1	2	1	17	1	80	0	40	40	120	1	0	40	40	3	120	3	0	0	1	"NYU"	40	40	40	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	2	1	30	2	80	75	75	0	50	0	0	40	40	2	120	3	0	0	1	"NYU"	75	40	75	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	2	1	56	4	80	10	10	10	170	0	0	40	40	1	120	3	0	0	1	"NYU"	10	40	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	2	1	2	2	17	1	80	0	50	50	100	1	0	50	50	3	100	3	0	0	1	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	2	2	30	2	80	75	75	0	50	0	0	50	50	2	100	3	0	0	1	"NYU"	75	50	75	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	2	2	56	4	80	100	100	0	0	0	0	50	50	1	100	3	0	0	1	"NYU"	100	50	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	2	3	17	1	80	30	30	30	110	0	75	75	0	3	50	2	1	1	0	"NYU"	30	75	30	30	0	0	0	0
"DB80"	"NYU DB80 S2"	2	1	2	3	30	2	80	75	75	0	50	1	75	75	0	2	50	2	1	1	0	"NYU"	75	75	75	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	1	2	3	56	4	80	100	100	0	0	0	75	75	0	1	50	2	1	1	0	"NYU"	100	75	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	2	1	1	43	3	0	60	50	0	90	0	10	40	40	1	110	2	0	1	0	"NYU"	60	40	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	2	1	1	121	9	0	10	40	40	110	1	10	40	40	2	110	2	0	1	0	"NYU"	40	40	40	10	0	1	1	1
"DB80"	"NYU DB80 S2"	2	2	1	1	134	10	0	50	50	50	50	0	10	40	40	3	110	2	0	1	0	"NYU"	50	40	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	2	2	1	2	43	3	0	60	0	60	80	0	20	40	40	1	100	2	0	1	0	"NYU"	60	40	60	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	2	1	2	121	9	0	20	40	40	100	1	20	40	40	2	100	2	0	1	0	"NYU"	40	40	40	20	0	0	1	1
"DB80"	"NYU DB80 S2"	2	2	1	2	134	10	0	50	50	50	50	0	20	40	40	3	100	2	0	1	0	"NYU"	50	40	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	2	2	1	3	43	3	0	0	0	0	200	0	25	35	25	1	115	2	1	1	0	"NYU"	0	35	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	2	2	1	3	121	9	0	25	35	25	115	1	25	35	25	2	115	2	1	1	0	"NYU"	35	35	25	25	0	0	0	0
"DB80"	"NYU DB80 S2"	2	2	1	3	134	10	0	50	50	50	50	0	25	35	25	3	115	2	1	1	0	"NYU"	50	35	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	2	2	2	1	43	3	92	50	50	0	100	1	50	50	0	1	100	1	1	1	0	"NYU"	50	50	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	2	2	2	1	121	9	92	30	30	25	115	0	50	50	0	2	100	1	1	1	0	"NYU"	30	50	30	25	0	0	0	0
"DB80"	"NYU DB80 S2"	2	2	2	1	134	10	92	30	60	60	50	0	50	50	0	3	100	1	1	1	0	"NYU"	60	50	60	30	0	0	0	1
"DB80"	"NYU DB80 S2"	2	3	1	1	4	0	0	10	25	25	140	1	10	25	25	2	140	2	0	1	1	"NYU"	25	25	25	10	0	1	1	0
"DB80"	"NYU DB80 S2"	2	3	1	1	69	5	0	20	20	20	140	0	10	25	25	1	140	2	0	1	1	"NYU"	20	25	20	20	0	0	0	0
"DB80"	"NYU DB80 S2"	2	3	1	1	147	11	0	20	50	50	80	0	10	25	25	3	140	2	0	1	1	"NYU"	50	25	50	20	0	0	1	1
"DB80"	"NYU DB80 S2"	2	3	2	1	4	0	112	10	30	30	130	0	91	1	91	2	17	1	1	0	1	"NYU"	30	91	30	10	0	1	1	0
"DB80"	"NYU DB80 S2"	2	3	2	1	69	5	112	91	1	91	17	1	91	1	91	1	17	1	1	0	1	"NYU"	91	91	91	1	0	1	1	1
"DB80"	"NYU DB80 S2"	2	3	2	1	147	11	112	50	20	50	80	0	91	1	91	3	17	1	1	0	1	"NYU"	50	91	50	20	0	0	1	1
"DB80"	"NYU DB80 S2"	3	0	1	1	4	0	0	10	40	40	110	0	0	0	0	2	200	1	1	1	1	"NYU"	40	0	40	10	0	1	1	1
"DB80"	"NYU DB80 S2"	3	0	1	1	82	6	0	0	0	0	200	1	0	0	0	1	200	1	1	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	3	0	1	1	108	8	0	0	0	0	200	0	0	0	0	3	200	1	1	1	1	"NYU"	0	0	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	3	0	2	1	4	0	160	20	20	20	140	1	20	20	20	2	140	2	0	1	1	"NYU"	20	20	20	20	0	0	0	0
"DB80"	"NYU DB80 S2"	3	0	2	1	82	6	160	100	100	0	0	0	20	20	20	1	140	2	0	1	1	"NYU"	100	20	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	0	2	1	108	8	160	50	0	50	100	0	20	20	20	3	140	2	0	1	1	"NYU"	50	20	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	1	1	1	17	1	0	40	40	0	120	0	60	60	60	2	20	3	1	1	1	"NYU"	40	60	40	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	1	1	1	43	3	0	50	50	0	100	0	60	60	60	1	20	3	1	1	1	"NYU"	50	60	50	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	1	1	1	95	7	0	60	60	60	20	1	60	60	60	3	20	3	1	1	1	"NYU"	60	60	60	60	0	0	0	0
"DB80"	"NYU DB80 S2"	3	1	2	1	17	1	16	0	100	100	0	1	0	100	100	2	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	1	2	1	43	3	16	80	80	0	40	0	0	100	100	1	0	2	0	1	1	"NYU"	80	100	80	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	1	2	1	95	7	16	0	100	100	0	0	0	100	100	3	0	2	0	1	1	"NYU"	100	100	100	0	1	1	1	1
"DB80"	"NYU DB80 S2"	3	2	1	1	30	2	0	50	50	50	50	0	50	50	50	3	50	1	1	1	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	3	2	1	1	69	5	0	30	30	30	110	0	50	50	50	2	50	1	1	1	1	"NYU"	30	50	30	30	0	0	0	0
"DB80"	"NYU DB80 S2"	3	2	1	1	134	10	0	50	50	50	50	1	50	50	50	1	50	1	1	1	1	"NYU"	50	50	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	3	2	2	1	30	2	40	65	65	65	5	1	65	65	65	3	5	3	1	1	1	"NYU"	65	65	65	65	0	0	0	0
"DB80"	"NYU DB80 S2"	3	2	2	1	69	5	40	90	1	90	19	0	65	65	65	2	5	3	1	1	1	"NYU"	1	65	90	90	0	0	0	0
"DB80"	"NYU DB80 S2"	3	2	2	1	134	10	40	60	60	60	20	0	65	65	65	1	5	3	1	1	1	"NYU"	60	65	60	60	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	1	1	56	4	0	10	10	10	170	0	0	30	30	3	140	2	0	1	0	"NYU"	10	30	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	1	1	121	9	0	0	30	30	140	1	0	30	30	2	140	2	0	1	0	"NYU"	30	30	30	0	1	1	1	0
"DB80"	"NYU DB80 S2"	3	3	1	1	147	11	0	30	30	30	110	0	0	30	30	1	140	2	0	1	0	"NYU"	30	30	30	30	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	1	2	56	4	0	10	10	10	170	0	30	30	30	3	110	1	1	1	1	"NYU"	10	30	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	1	2	121	9	0	20	20	0	160	0	30	30	30	2	110	1	1	1	1	"NYU"	20	30	20	0	1	1	0	0
"DB80"	"NYU DB80 S2"	3	3	1	2	147	11	0	30	30	30	110	1	30	30	30	1	110	1	1	1	1	"NYU"	30	30	30	30	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	2	1	56	4	88	10	10	10	170	1	10	10	10	3	170	3	1	1	1	"NYU"	10	10	10	10	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	2	1	121	9	88	0	0	0	200	0	10	10	10	2	170	3	1	1	1	"NYU"	0	10	0	0	0	0	0	0
"DB80"	"NYU DB80 S2"	3	3	2	1	147	11	88	50	50	50	50	0	10	10	10	1	170	3	1	1	1	"NYU"	50	10	50	50	0	0	0	0
"DB80"	"NYU DB80 S2"	4	0	1	1	4	0	0	20	20	20	140	0	30	30	30	2	110	3	1	1	1	"NYU"	20	30	20	20	0	0	0	0
"DB80"	"NYU DB80 S2"	4	0	1	1	69	5	0	30	30	30	110	1	30	30	30	3	110	3	1	1	1	"NYU"	30	30	30	30	0	0	0	0
"DB80"	"NYU DB80 S2"	4	0	1	1	134	10	0	65	65	65	5	0	30	30	30	1	110	3	1	1	1	"NYU"	65	30	65	65	0	0	0	0
"DB80"	"NYU DB80 S2"	4	0	2	1	4	0	88	15	40	40	105	1	15	40	40	2	105	2	0	1	1	"NYU"	40	40	40	15	0	0	1	1
"DB80"	"NYU DB80 S2"	4	0	2	1	69	5	88	90	10	90	10	0	15	40	40	3	105	2	0	1	1	"NYU"	90	40	90	10	0	1	1	1
"DB80"	"NYU DB80 S2"	4	0	2	1	134	10	88	65	65	65	5	0	15	40	40	1	105	2	0	1	1	"NYU"	65	40	65	65	0	0	0	0
