**  Dictionary **

paper: Paper
session: unique session identifier
subject: subject identifier in session
o_subject: identifier in session of partner
aSS, aSH, etc are experimental payoffs as a function of Stag and Hare actions by subject and o_subject
stag: dummy equal to 1 if subject chose stag
otherstag: dummy equal to 1 if partner chose stag
matching: variable that denotes the type of matching used in the experiment
rothmalouf: dummy equal 1 if lottery method was used for payment

*****

paper,session,period,subject,o_subject,aSS,aSH,aHS,aHH,stag,otherstag,matching,rothmalouf
Schmidt et al (2003),80,6,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),80,6,5,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),80,6,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,6,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,6,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,6,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,6,10,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),80,7,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,7,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,7,3,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),80,7,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),80,7,5,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),80,7,6,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),80,7,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,7,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,7,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,7,10,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,4,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,5,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),80,8,10,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,1,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,1,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,1,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,1,4,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,1,5,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,1,6,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,1,7,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,1,8,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,1,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,1,10,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,2,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,2,2,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,2,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,2,4,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,2,5,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,2,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,2,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,2,8,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,2,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,2,10,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,3,1,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,3,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,3,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,3,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,3,5,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,3,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,3,7,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,3,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,3,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,3,10,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,4,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,2,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,4,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,4,5,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,4,10,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,3,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,5,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,5,5,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,5,10,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,6,5,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,9,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,6,10,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,7,1,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,7,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,7,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,7,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,7,5,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,7,6,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,7,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,7,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,7,9,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,7,10,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,8,1,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,8,2,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,8,3,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,8,4,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,8,5,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,8,6,,100,20,80,80,1,0,perfect stranger,0
Schmidt et al (2003),81,8,7,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,8,8,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),81,8,9,,100,20,80,80,0,1,perfect stranger,0
Schmidt et al (2003),81,8,10,,100,20,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,1,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,1,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,1,3,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,1,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,1,5,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,1,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,1,7,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,1,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,1,9,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,1,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,2,1,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,2,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,2,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,2,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,2,5,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,2,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,2,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,2,8,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,2,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,2,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,3,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,3,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,3,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,3,4,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,3,5,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,3,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,3,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,3,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,3,9,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,3,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,1,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,4,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,4,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,5,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,4,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,4,10,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,5,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,5,2,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,5,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,5,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,5,5,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,5,6,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,5,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,5,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,5,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,5,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,3,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,6,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,5,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),82,6,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,6,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,4,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),82,7,5,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,7,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,7,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,5,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),82,8,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),82,8,10,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,1,1,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),83,1,2,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),83,1,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,1,4,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,1,5,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,1,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,1,7,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,1,8,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,1,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,1,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,2,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,2,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,2,3,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,2,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,2,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,2,6,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,2,7,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,2,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,2,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,2,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,3,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,3,2,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,3,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,3,4,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,3,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,3,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,3,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,3,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,3,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,3,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,4,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,4,2,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),83,4,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,4,4,,100,60,80,80,0,0,perfect stranger,0
Schmidt et al (2003),83,4,5,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,4,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,4,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,4,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,4,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,4,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,5,1,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,5,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,5,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,5,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,5,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,5,6,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,5,7,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,5,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,5,9,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,5,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,1,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,6,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,7,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,6,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,6,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,7,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,8,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,7,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,7,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,8,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,8,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,8,3,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,8,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,8,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,8,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,8,7,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),83,8,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),83,8,9,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),83,8,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,3,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),84,1,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,1,9,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),84,1,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,2,1,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),84,2,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,2,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),84,2,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,2,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,2,6,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),84,2,7,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),84,2,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,2,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,2,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,3,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,1,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),84,4,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,5,,100,60,80,80,1,0,perfect stranger,0
Schmidt et al (2003),84,4,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,4,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,5,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,6,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,7,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,3,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,6,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,7,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,8,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,9,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),84,8,10,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,1,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,2,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,3,,100,60,80,80,0,1,perfect stranger,0
Schmidt et al (2003),85,1,4,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,5,,100,60,80,80,1,1,perfect stranger,0
Schmidt et al (2003),85,1,6,,100,60,80,80,0,1,perfect stranger,0
