* Dictionary *
treatment:	treatment indicator: C0, U1, U2, R3, R4, R0
date:		session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
period:		period #
id:			id #, constant through session
group:		identifies subjects that were grouped together for a period
robot:		= 0 if human subject, = 1 o/w
demand:		= amount demanded (in points, out of 30)
stage_2:	= 1 if there was a stage 2 (demands were incompatible), 0 o/w
accepted:	= 1 if subject conceded to the other player's demand in stage 2, = 0 o/w; set to missing if stage_2 == 0
delay:		= time (in seconds) to concession in stage 2; set to 0 if stage_2 == 0
points:		= points obtained in that period
wonlottery:	= 1 if subject won the lottery at the end of the experiment
**************

treatment	date	period	id	group	robot	demand	stage_2	accepted	delay	points	wonlottery
"R4"	112906	5	443	3540	0	20	1	1	.43	9.95	1
"R4"	112906	5	437	3556	0	20	1	1	22.95	7.94	0
"R4"	112906	5	440	3556	0	20	1	0	22.95	15.89	0
"R4"	112906	5	433	3572	1	8	0		0	10	0
"R4"	112906	5	441	3572	0	18	0		0	20	0
"R4"	112906	6	433	3462	1	8	0		0	9	0
"R4"	112906	6	443	3462	0	20	0		0	21	1
"R4"	112906	6	435	3477	1	18	1	0	.25	17.95	1
"R4"	112906	6	446	3477	0	18	1	1	.25	11.97	1
"R4"	112906	6	434	3493	1	15	1	0	.71	14.89	0
"R4"	112906	6	447	3493	0	18	1	1	.71	14.89	1
"R4"	112906	6	442	3509	0	15	1	1	.54	11.93	1
"R4"	112906	6	448	3509	0	18	1	0	.54	17.9	0
"R4"	112906	6	436	3525	1	20	1	0	2.41	19.52	0
"R4"	112906	6	439	3525	0	20	1	1	2.41	9.76	1
"R4"	112906	6	437	3541	0	15	0		0	15	0
"R4"	112906	6	438	3541	0	15	0		0	15	1
"R4"	112906	6	440	3557	0	20	1	0	3.74	19.26	0
"R4"	112906	6	444	3557	0	15	1	1	3.74	9.63	0
"R4"	112906	6	441	3573	0	18	1	1	8.62	11	0
"R4"	112906	6	445	3573	0	18	1	0	8.62	16.51	0
"R4"	112906	7	436	3463	1	20	1	0	4.09	19.19	0
"R4"	112906	7	438	3463	0	15	1	1	4.09	9.59	1
"R4"	112906	7	435	3478	1	18	1	0	2.19	17.61	1
"R4"	112906	7	448	3478	0	15	1	1	2.19	11.74	0
"R4"	112906	7	433	3494	1	8	0		0	11.5	0
"R4"	112906	7	445	3494	0	15	0		0	18.5	0
"R4"	112906	7	439	3510	0	20	1	1	8.49	9.18	1
"R4"	112906	7	440	3510	0	20	1	0	8.49	18.37	0
"R4"	112906	7	437	3526	0	15	0		0	15	0
"R4"	112906	7	444	3526	0	15	0		0	15	0
"R4"	112906	7	434	3542	1	15	1	0	4.99	14.26	0
"R4"	112906	7	446	3542	0	20	1	1	4.99	14.26	1
"R4"	112906	7	441	3558	0	18	1	1	6.81	14.01	0
"R4"	112906	7	442	3558	0	15	1	0	6.81	14.01	1
"R4"	112906	7	443	3574	0	20	0		0	21	1
"R4"	112906	7	447	3574	0	8	0		0	9	1
"R4"	112906	8	436	3464	1	20	1	0	9.75	18.14	0
"R4"	112906	8	439	3464	0	20	1	1	9.75	9.07	1
"R4"	112906	8	440	3479	0	20	1	0	12.41	17.66	0
"R4"	112906	8	442	3479	0	15	1	1	12.41	8.83	1
"R4"	112906	8	437	3495	0	15	1	1	2.23	9.77	0
"R4"	112906	8	444	3495	0	20	1	0	2.23	19.55	0
"R4"	112906	8	434	3511	1	15	1	0	11.43	13.37	0
"R4"	112906	8	443	3511	0	20	1	1	11.43	13.37	1
"R4"	112906	8	435	3527	1	18	1	0	2.75	17.51	1
"R4"	112906	8	448	3527	0	15	1	1	2.75	11.67	0
"R4"	112906	8	433	3543	1	8	0		0	11.5	0
"R4"	112906	8	441	3543	0	15	0		0	18.5	0
"R4"	112906	8	445	3559	0	18	1	1	9.530001	9.09	0
"R4"	112906	8	446	3559	0	20	1	0	9.530001	18.18	1
"R4"	112906	8	438	3575	0	8	0		0	9	1
"R4"	112906	8	447	3575	0	20	0		0	21	1
"R4"	112906	9	433	3465	1	8	0		0	10	0
"R4"	112906	9	435	3465	1	18	0		0	20	1
"R4"	112906	9	434	3480	1	15	1	0	7.69	13.88	0
"R4"	112906	9	446	3480	0	20	1	1	7.69	13.88	1
"R4"	112906	9	442	3496	0	20	1	0	6.6	18.72	1
"R4"	112906	9	444	3496	0	20	1	1	6.6	9.36	0
"R4"	112906	9	447	3512	0	20	0		0	21	1
"R4"	112906	9	448	3512	0	8	0		0	9	0
"R4"	112906	9	438	3528	0	18	1	1	2.58	9.74	1
"R4"	112906	9	441	3528	0	20	1	0	2.58	19.49	0
"R4"	112906	9	436	3544	1	20	1	0	28.03	15.11	0
"R4"	112906	9	437	3544	0	20	1	1	28.03	7.55	0
"R4"	112906	9	440	3560	0	20	1	0	10.24	18.05	0
"R4"	112906	9	443	3560	0	20	1	1	10.24	9.02	1
"R4"	112906	9	439	3576	0	20	1	1	10.58	8.99	1
"R4"	112906	9	445	3576	0	20	1	0	10.58	17.99	0
"R4"	112906	10	437	3466	0	15	0		0	15	0
"R4"	112906	10	448	3466	0	15	0		0	15	0
"R4"	112906	10	434	3481	1	15	0		0	15	0
"R4"	112906	10	441	3481	0	15	0		0	15	0
"R4"	112906	10	433	3497	1	8	0		0	9	0
"R4"	112906	10	444	3497	0	20	0		0	21	0
"R4"	112906	10	435	3513	1	18	1	0	23.37	14.24	1
"R4"	112906	10	445	3513	0	18	1	1	23.37	9.49	0
"R4"	112906	10	443	3529	0	20	1	1	20.94	8.11	1
"R4"	112906	10	446	3529	0	20	1	0	20.94	16.22	1
"R4"	112906	10	438	3545	0	15	1	1	.57	9.94	1
"R4"	112906	10	439	3545	0	20	1	0	.57	19.88	1
"R4"	112906	10	436	3561	1	20	1	0	40.64	13.32	0
"R4"	112906	10	440	3561	0	20	1	1	40.64	6.66	0
"R4"	112906	10	442	3577	0	8	0		0	9	1
"R4"	112906	10	447	3577	0	20	0		0	21	1
"R4"	112906	11	433	3467	1	8	0		0	10	0
"R4"	112906	11	435	3467	1	18	0		0	20	1
"R4"	112906	11	439	3482	0	20	1	0	2.06	19.59	1
"R4"	112906	11	441	3482	0	20	1	1	2.06	9.79	0
"R4"	112906	11	444	3498	0	20	1	0	4.83	19.05	0
"R4"	112906	11	448	3498	0	18	1	1	4.83	9.52	0
"R4"	112906	11	437	3514	0	15	1	0	16.89	12.66	0
"R4"	112906	11	440	3514	0	20	1	1	16.89	12.66	0
"R4"	112906	11	436	3530	1	20	1	0	21.32	16.15	0
"R4"	112906	11	443	3530	0	20	1	1	21.32	8.07	1
"R4"	112906	11	438	3546	0	8	0		0	9	1
"R4"	112906	11	446	3546	0	20	0		0	21	1
"R4"	112906	11	442	3562	0	20	1	0	11.12	17.89	1
"R4"	112906	11	445	3562	0	18	1	1	11.12	8.94	0
"R4"	112906	11	434	3578	1	15	1	0	1.75	14.73	0
"R4"	112906	11	447	3578	0	20	1	1	1.75	14.73	1
"R4"	112906	12	435	3468	1	18	1	0	6.37	16.88	1
"R4"	112906	12	444	3468	0	20	1	1	6.37	11.25	0
"R4"	112906	12	440	3483	0	20	1	0	27.98	15.11	0
"R4"	112906	12	446	3483	0	20	1	1	27.98	7.55	1
"R4"	112906	12	434	3499	1	15	1	0	21.89	12.05	0
"R4"	112906	12	439	3499	0	20	1	1	21.89	12.05	1
"R4"	112906	12	436	3515	1	20	1	0	21.28	16.16	0
"R4"	112906	12	437	3515	0	20	1	1	21.28	8.08	0
"R4"	112906	12	441	3531	0	20	1	1	22.77	7.96	0
"R4"	112906	12	442	3531	0	20	1	0	22.77	15.92	1
"R4"	112906	12	438	3547	0	15	1	0	.26	14.96	1
"R4"	112906	12	443	3547	0	20	1	1	.26	14.96	1
"R4"	112906	12	445	3563	0	15	1	0	1.8	14.73	0
"R4"	112906	12	447	3563	0	20	1	1	1.8	14.73	1
"R4"	112906	12	433	3579	1	8	0		0	11.5	0
"R4"	112906	12	448	3579	0	15	0		0	18.5	0
"R4"	112906	13	437	3469	0	15	0		0	15	0
"R4"	112906	13	448	3469	0	15	0		0	15	0
"R4"	112906	13	433	3484	1	8	0		0	9	0
"R4"	112906	13	444	3484	0	20	0		0	21	0
"R4"	112906	13	443	3500	0	20	1	1	.43	9.95	1
"R4"	112906	13	446	3500	0	20	1	0	.43	19.91	1
"R4"	112906	13	439	3516	0	20	1	0	9.7	18.15	1
"R4"	112906	13	445	3516	0	20	1	1	9.7	9.07	0
"R4"	112906	13	434	3532	1	15	1	0	19.01	12.4	0
"R4"	112906	13	441	3532	0	18	1	1	19.01	12.4	0
"R4"	112906	13	435	3548	1	18	1	0	2.45	17.56	1
"R4"	112906	13	447	3548	0	18	1	1	2.45	11.7	1
"R4"	112906	13	436	3564	1	20	1	0	3.41	19.32	0
"R4"	112906	13	438	3564	0	15	1	1	3.41	9.66	1
"R4"	112906	13	440	3580	0	20	1	0	30.65	14.72	0
"R4"	112906	13	442	3580	0	20	1	1	30.65	7.36	1
"R4"	112906	14	439	3470	0	20	1	1	10.76	8.97	1
"R4"	112906	14	440	3470	0	20	1	0	10.76	17.95	0
"R4"	112906	14	435	3485	1	18	1	0	17.63	15.09	1
"R4"	112906	14	437	3485	0	15	1	1	17.63	10.06	0
"R4"	112906	14	433	3501	1	8	0		0	11.5	0
"R4"	112906	14	445	3501	0	15	0		0	18.5	0
"R4"	112906	14	436	3517	1	20	1	0	11.24	17.87	0
"R4"	112906	14	447	3517	0	20	1	1	11.24	8.93	1
"R4"	112906	14	438	3533	0	8	0		0	11.5	1
"R4"	112906	14	448	3533	0	15	0		0	18.5	0
"R4"	112906	14	434	3549	1	15	1	0	.2	14.97	0
"R4"	112906	14	442	3549	0	20	1	1	.2	14.97	1
"R4"	112906	14	441	3565	0	15	1	0	7.14	13.96	0
"R4"	112906	14	444	3565	0	20	1	1	7.14	13.96	0
"R4"	112906	14	443	3581	0	20	1	1	10.56	8.99	1
"R4"	112906	14	446	3581	0	20	1	0	10.56	17.99	1
"R4"	112906	15	437	3471	0	20	0		0	21	0
"R4"	112906	15	438	3471	0	8	0		0	9	1
"R4"	112906	15	434	3486	1	15	1	0	10	13.57	0
"R4"	112906	15	444	3486	0	20	1	1	10	13.57	0
"R4"	112906	15	436	3502	1	20	1	0	4.5	19.11	0
"R4"	112906	15	445	3502	0	15	1	1	4.5	9.55	0
"R4"	112906	15	443	3518	0	20	1	0	32.99	14.37	1
"R4"	112906	15	446	3518	0	20	1	1	32.99	7.18	1
"R4"	112906	15	435	3534	1	18	1	0	18.38	14.97	1
"R4"	112906	15	439	3534	0	20	1	1	18.38	9.98	1
"R4"	112906	15	440	3550	0	20	1	0	8.45	18.37	0
"R4"	112906	15	448	3550	0	18	1	1	8.45	9.18	0
"R4"	112906	15	441	3566	0	15	0		0	15	0
"R4"	112906	15	447	3566	0	15	0		0	15	1
"R4"	112906	15	433	3582	1	8	0		0	9	0
"R4"	112906	15	442	3582	0	20	0		0	21	1
"R4"	120106	1	452	3585	0	15	0		0	18.5	1
"R4"	120106	1	457	3585	0	8	0		0	11.5	0
"R4"	120106	1	450	3600	0	15	0		0	15	1
"R4"	120106	1	458	3600	0	15	0		0	15	0
"R4"	120106	1	449	3616	0	15	1	1	2.46	9.75	0
"R4"	120106	1	464	3616	1	20	1	0	2.46	19.51	0
"R4"	120106	1	455	3632	0	15	1	1	87.93	4.98	0
"R4"	120106	1	463	3632	1	18	1	0	87.93	7.47	1
"R4"	120106	1	461	3648	0	20	1	1	.34	14.94	0
"R4"	120106	1	462	3648	1	15	1	0	.34	14.94	1
"R4"	120106	1	451	3664	0	15	0		0	18.5	0
"R4"	120106	1	456	3664	0	8	0		0	11.5	0
"R4"	120106	1	459	3680	0	15	0		0	18.5	0
"R4"	120106	1	460	3680	1	8	0		0	11.5	0
"R4"	120106	1	453	3696	0	18	1	1	.39	11.95	0
"R4"	120106	1	454	3696	0	18	1	0	.39	17.92	1
"R4"	120106	2	450	3586	0	15	0		0	15	1
"R4"	120106	2	459	3586	0	15	0		0	15	0
"R4"	120106	2	455	3601	0	18	1	1	45.08	6.37	0
"R4"	120106	2	464	3601	1	20	1	0	45.08	12.74	0
"R4"	120106	2	457	3617	0	15	0		0	15	0
"R4"	120106	2	462	3617	1	15	0		0	15	1
"R4"	120106	2	453	3633	0	15	1	1	.3	9.97	0
"R4"	120106	2	456	3633	0	20	1	0	.3	19.94	0
"R4"	120106	2	452	3649	0	20	0		0	21	1
"R4"	120106	2	460	3649	1	8	0		0	9	0
"R4"	120106	2	451	3665	0	15	1	0	7.32	13.94	0
"R4"	120106	2	461	3665	0	20	1	1	7.32	13.94	0
"R4"	120106	2	449	3681	0	20	1	1	.26	11.96	0
"R4"	120106	2	463	3681	1	18	1	0	.26	17.95	1
"R4"	120106	2	454	3697	0	20	1	1	.21	14.96	1
"R4"	120106	2	458	3697	0	15	1	0	.21	14.96	0
"R4"	120106	3	456	3587	0	20	1	1	14.7	12.94	0
"R4"	120106	3	462	3587	1	15	1	0	14.7	12.94	1
"R4"	120106	3	450	3602	0	15	1	0	1.08	14.83	1
"R4"	120106	3	453	3602	0	20	1	1	1.08	14.83	0
"R4"	120106	3	458	3618	0	15	1	1	166.81	1.88	0
"R4"	120106	3	464	3618	1	20	1	0	166.81	3.77	0
"R4"	120106	3	449	3634	0	20	0		0	21	0
"R4"	120106	3	454	3634	0	8	0		0	9	1
"R4"	120106	3	457	3650	0	18	0		0	20	0
"R4"	120106	3	460	3650	1	8	0		0	10	0
"R4"	120106	3	455	3666	0	15	1	0	8.09	13.83	0
"R4"	120106	3	461	3666	0	20	1	1	8.09	13.83	0
"R4"	120106	3	452	3682	0	15	1	1	18.1	10.01	1
"R4"	120106	3	463	3682	1	18	1	0	18.1	15.01	1
"R4"	120106	3	451	3698	0	15	0		0	15	0
"R4"	120106	3	459	3698	0	15	0		0	15	0
"R4"	120106	4	457	3588	0	15	0		0	15	0
"R4"	120106	4	458	3588	0	15	0		0	15	0
"R4"	120106	4	461	3603	0	18	1	1	22.65	11.95	0
"R4"	120106	4	462	3603	1	15	1	0	22.65	11.95	1
"R4"	120106	4	453	3619	0	20	1	1	2.16	14.67	0
"R4"	120106	4	455	3619	0	15	1	0	2.16	14.67	0
"R4"	120106	4	450	3635	0	15	1	1	1.02	11.87	1
"R4"	120106	4	451	3635	0	18	1	0	1.02	17.81	0
"R4"	120106	4	452	3651	0	20	1	0	.59	19.88	1
"R4"	120106	4	454	3651	0	20	1	1	.59	9.94	1
"R4"	120106	4	460	3667	1	8	0		0	9	0
"R4"	120106	4	464	3667	1	20	0		0	21	0
"R4"	120106	4	449	3683	0	15	1	1	.53	11.93	0
"R4"	120106	4	463	3683	1	18	1	0	.53	17.9	1
"R4"	120106	4	456	3699	0	18	1	1	.58	14.91	0
"R4"	120106	4	459	3699	0	15	1	0	.58	14.91	0
"R4"	120106	5	451	3589	0	20	1	1	18.31	9.99	0
"R4"	120106	5	463	3589	1	18	1	0	18.31	14.98	1
"R4"	120106	5	449	3604	0	15	0		0	18.5	0
"R4"	120106	5	460	3604	1	8	0		0	11.5	0
"R4"	120106	5	459	3620	0	15	1	0	.17	14.97	0
"R4"	120106	5	461	3620	0	20	1	1	.17	14.97	0
"R4"	120106	5	454	3636	0	20	1	1	1.83	9.81	1
"R4"	120106	5	455	3636	0	20	1	0	1.83	19.63	0
"R4"	120106	5	450	3652	0	15	1	0	.14	14.97	1
"R4"	120106	5	453	3652	0	20	1	1	.14	14.97	0
"R4"	120106	5	452	3668	0	20	0		0	21	1
"R4"	120106	5	457	3668	0	8	0		0	9	0
"R4"	120106	5	458	3684	0	15	0		0	15	0
"R4"	120106	5	462	3684	1	15	0		0	15	1
"R4"	120106	5	456	3700	0	20	1	1	62.59	5.34	0
"R4"	120106	5	464	3700	1	20	1	0	62.59	10.69	0
"R4"	120106	6	455	3590	0	18	0		0	20	0
"R4"	120106	6	460	3590	1	8	0		0	10	0
"R4"	120106	6	456	3605	0	15	0		0	15	0
"R4"	120106	6	462	3605	1	15	0		0	15	1
"R4"	120106	6	452	3621	0	20	1	0	1.89	19.62	1
"R4"	120106	6	457	3621	0	15	1	1	1.89	9.81	0
"R4"	120106	6	451	3637	0	20	1	0	.23	19.95	0
"R4"	120106	6	459	3637	0	15	1	1	.23	9.97	0
"R4"	120106	6	449	3653	0	15	0		0	15	0
"R4"	120106	6	450	3653	0	15	0		0	15	1
"R4"	120106	6	453	3669	0	20	1	0	5.13	18.99	0
"R4"	120106	6	461	3669	0	20	1	1	5.13	9.49	0
"R4"	120106	6	454	3685	0	15	1	1	3.19	9.68	1
"R4"	120106	6	464	3685	1	20	1	0	3.19	19.37	0
"R4"	120106	6	458	3701	0	15	1	1	7.91	11.08	0
"R4"	120106	6	463	3701	1	18	1	0	7.91	16.63	1
"R4"	120106	7	453	3591	0	20	0		0	21	0
"R4"	120106	7	460	3591	1	8	0		0	9	0
"R4"	120106	7	450	3606	0	15	0		0	18.5	1
"R4"	120106	7	454	3606	0	8	0		0	11.5	1
"R4"	120106	7	455	3622	0	15	1	0	.14	14.97	0
"R4"	120106	7	461	3622	0	20	1	1	.14	14.97	0
"R4"	120106	7	452	3638	0	20	1	0	.36	19.92	1
"R4"	120106	7	459	3638	0	15	1	1	.36	9.96	0
"R4"	120106	7	451	3654	0	20	1	1	5.35	14.21	0
"R4"	120106	7	458	3654	0	15	1	0	5.35	14.21	0
"R4"	120106	7	456	3670	0	15	1	1	6.61	11.23	0
"R4"	120106	7	463	3670	1	18	1	0	6.61	16.84	1
"R4"	120106	7	449	3686	0	15	1	1	.21	9.97	0
"R4"	120106	7	464	3686	1	20	1	0	.21	19.95	0
"R4"	120106	7	457	3702	0	18	1	1	39.26	10.12	0
"R4"	120106	7	462	3702	1	15	1	0	39.26	10.12	1
"R4"	120106	8	453	3592	0	20	1	0	4.93	19.03	0
"R4"	120106	8	457	3592	0	15	1	1	4.93	9.51	0
"R4"	120106	8	456	3607	0	15	1	1	20.78	9.74	0
"R4"	120106	8	463	3607	1	18	1	0	20.78	14.62	1
"R4"	120106	8	451	3623	0	20	1	0	69.18	10.01	0
"R4"	120106	8	458	3623	0	20	1	1	69.18	5	0
"R4"	120106	8	454	3639	0	8	0		0	11.5	1
"R4"	120106	8	462	3639	1	15	0		0	18.5	1
"R4"	120106	8	459	3655	0	15	0		0	18.5	0
"R4"	120106	8	460	3655	1	8	0		0	11.5	0
"R4"	120106	8	455	3671	0	15	1	1	44.47	6.41	0
"R4"	120106	8	464	3671	1	20	1	0	44.47	12.82	0
"R4"	120106	8	449	3687	0	20	1	1	3.76	9.63	0
"R4"	120106	8	461	3687	0	20	1	0	3.76	19.26	0
"R4"	120106	8	450	3703	0	20	1	1	1.33	9.86	1
"R4"	120106	8	452	3703	0	20	1	0	1.33	19.73	1
"R4"	120106	9	449	3593	0	15	1	0	.13	14.98	0
"R4"	120106	9	461	3593	0	20	1	1	.13	14.98	0
"R4"	120106	9	453	3608	0	20	0		0	21	0
"R4"	120106	9	460	3608	1	8	0		0	9	0
"R4"	120106	9	450	3624	0	15	1	0	.15	14.97	1
"R4"	120106	9	456	3624	0	20	1	1	.15	14.97	0
"R4"	120106	9	455	3640	0	15	0		0	15	0
"R4"	120106	9	458	3640	0	15	0		0	15	0
"R4"	120106	9	452	3656	0	20	1	0	2.21	19.56	1
"R4"	120106	9	459	3656	0	15	1	1	2.21	9.78	0
"R4"	120106	9	462	3672	1	15	1		0	0	1
"R4"	120106	9	463	3672	1	18	1		0	0	1
"R4"	120106	9	454	3688	0	15	0		0	18.5	1
"R4"	120106	9	457	3688	0	8	0		0	11.5	0
"R4"	120106	9	451	3704	0	20	1	1	186.34	1.55	0
"R4"	120106	9	464	3704	1	20	1	0	186.34	3.1	0
"R4"	120106	10	451	3594	0	20	1	0	2.76	19.45	0
"R4"	120106	10	456	3594	0	20	1	1	2.76	9.72	0
"R4"	120106	10	450	3609	0	15	0		0	15	1
"R4"	120106	10	454	3609	0	15	0		0	15	1
"R4"	120106	10	460	3625	1	8	0		0	10	0
"R4"	120106	10	463	3625	1	18	0		0	20	1
"R4"	120106	10	458	3641	0	15	0		0	15	0
"R4"	120106	10	462	3641	1	15	0		0	15	1
"R4"	120106	10	453	3657	0	20	1	0	1.57	19.68	0
"R4"	120106	10	459	3657	0	15	1	1	1.57	9.84	0
"R4"	120106	10	449	3673	0	15	1	1	.05	11.99	0
"R4"	120106	10	455	3673	0	18	1	0	.05	17.99	0
"R4"	120106	10	452	3689	0	20	1	0	23.37	15.83	1
"R4"	120106	10	461	3689	0	20	1	1	23.37	7.91	0
"R4"	120106	10	457	3705	0	15	1	1	2.43	9.75	0
"R4"	120106	10	464	3705	1	20	1	0	2.43	19.51	0
"R4"	120106	11	453	3595	0	20	1	0	2.23	19.55	0
"R4"	120106	11	458	3595	0	15	1	1	2.23	9.77	0
"R4"	120106	11	451	3610	0	20	0		0	21	0
"R4"	120106	11	460	3610	1	8	0		0	9	0
"R4"	120106	11	452	3626	0	20	1	1	56.04	5.7	1
"R4"	120106	11	464	3626	1	20	1	0	56.04	11.41	0
"R4"	120106	11	450	3642	0	15	1	1	1.21	11.85	1
"R4"	120106	11	457	3642	0	18	1	0	1.21	17.78	0
"R4"	120106	11	459	3658	0	15	1	0	.29	14.95	0
"R4"	120106	11	461	3658	0	20	1	1	.29	14.95	0
"R4"	120106	11	454	3674	0	15	0		0	15	1
"R4"	120106	11	455	3674	0	15	0		0	15	0
"R4"	120106	11	456	3690	0	18	1	1	1.32	11.84	0
"R4"	120106	11	463	3690	1	18	1	0	1.32	17.76	1
"R4"	120106	11	449	3706	0	15	0		0	15	0
"R4"	120106	11	462	3706	1	15	0		0	15	1
"R4"	120106	12	454	3596	0	15	1	0	.21	14.96	1
"R4"	120106	12	461	3596	0	20	1	1	.21	14.96	0
"R4"	120106	12	453	3611	0	20	1	0	2.27	19.55	0
"R4"	120106	12	459	3611	0	15	1	1	2.27	9.77	0
"R4"	120106	12	462	3627	1	15	1		0	0	1
"R4"	120106	12	464	3627	1	20	1		0	0	0
"R4"	120106	12	451	3643	0	20	0		0	21	0
"R4"	120106	12	460	3643	1	8	0		0	9	0
"R4"	120106	12	450	3659	0	15	1	1	3.66	11.56	1
"R4"	120106	12	463	3659	1	18	1	0	3.66	17.35	1
"R4"	120106	12	456	3675	0	20	1	1	.16	9.98	0
"R4"	120106	12	457	3675	0	20	1	0	.16	19.96	0
"R4"	120106	12	452	3691	0	20	1	0	1.32	19.73	1
"R4"	120106	12	458	3691	0	15	1	1	1.32	9.86	0
"R4"	120106	12	449	3707	0	15	1	1	.21	9.97	0
"R4"	120106	12	455	3707	0	20	1	0	.21	19.95	0
"R4"	120106	13	458	3597	0	15	0		0	15	0
"R4"	120106	13	462	3597	1	15	0		0	15	1
"R4"	120106	13	449	3612	0	15	1	0	.13	14.98	0
"R4"	120106	13	461	3612	0	20	1	1	.13	14.98	0
"R4"	120106	13	460	3628	1	8	0		0	10	0
"R4"	120106	13	463	3628	1	18	0		0	20	1
"R4"	120106	13	451	3644	0	20	1	0	3.46	19.31	0
"R4"	120106	13	454	3644	0	15	1	1	3.46	9.65	1
"R4"	120106	13	453	3660	0	20	1	0	5.33	18.96	0
"R4"	120106	13	455	3660	0	18	1	1	5.33	9.48	0
"R4"	120106	13	457	3676	0	20	1	0	2.93	19.42	0
"R4"	120106	13	459	3676	0	15	1	1	2.93	9.71	0
"R4"	120106	13	456	3692	0	8	0		0	9	0
"R4"	120106	13	464	3692	1	20	0		0	21	0
"R4"	120106	13	450	3708	0	15	1	1	2.54	9.74	1
"R4"	120106	13	452	3708	0	20	1	0	2.54	19.49	1
"R4"	120106	14	456	3598	0	20	1	1	.32	9.96	0
"R4"	120106	14	457	3598	0	20	1	0	.32	19.93	0
"R4"	120106	14	450	3613	0	15	1	1	3.26	9.67	1
"R4"	120106	14	452	3613	0	20	1	0	3.26	19.35	1
"R4"	120106	14	455	3629	0	18	1	1	.82	14.87	0
"R4"	120106	14	462	3629	1	15	1	0	.82	14.87	1
"R4"	120106	14	449	3645	0	20	1	1	.34	14.94	0
"R4"	120106	14	454	3645	0	15	1	0	.34	14.94	1
"R4"	120106	14	458	3661	0	15	1	0	.15	14.97	0
"R4"	120106	14	461	3661	0	20	1	1	.15	14.97	0
"R4"	120106	14	460	3677	1	8	0		0	9	0
"R4"	120106	14	464	3677	1	20	0		0	21	0
"R4"	120106	14	451	3693	0	20	1	0	10.76	17.95	0
"R4"	120106	14	453	3693	0	20	1	1	10.76	8.97	0
"R4"	120106	14	459	3709	0	15	1	1	.88	11.89	0
"R4"	120106	14	463	3709	1	18	1	0	.88	17.84	1
"R4"	120106	15	452	3599	0	20	1	0	12.78	17.6	1
"R4"	120106	15	453	3599	0	20	1	1	12.78	8.8	0
"R4"	120106	15	451	3614	0	20	1	1	180.48	1.64	0
"R4"	120106	15	464	3614	1	20	1	0	180.48	3.29	0
"R4"	120106	15	457	3630	0	20	1	1	16.09	8.51	0
"R4"	120106	15	461	3630	0	20	1	0	16.09	17.02	0
"R4"	120106	15	449	3646	0	20	1	1	3.56	11.58	0
"R4"	120106	15	463	3646	1	18	1	0	3.56	17.37	1
"R4"	120106	15	458	3662	0	15	0		0	15	0
"R4"	120106	15	462	3662	1	15	0		0	15	1
"R4"	120106	15	454	3678	0	15	0		0	15	1
"R4"	120106	15	455	3678	0	15	0		0	15	0
"R4"	120106	15	450	3694	0	15	0		0	15	1
"R4"	120106	15	459	3694	0	15	0		0	15	0
"R4"	120106	15	456	3710	0	15	0		0	18.5	0
"R4"	120106	15	460	3710	1	8	0		0	11.5	0
"R0"	93013	1	8	1	0	15	0		0	15	1
"R0"	93013	1	9	1	0	15	0		0	15	1
"R0"	93013	1	3	17	0	20	1	1	.37	9.96	0
"R0"	93013	1	6	17	0	20	1	0	.37	19.92	1
"R0"	93013	1	7	33	0	20	1	0	.31	19.93	0
"R0"	93013	1	10	33	0	18	1	1	.31	9.96	0
"R0"	93013	1	2	49	0	15	0		0	15	0
"R0"	93013	1	5	49	0	15	0		0	15	0
"R0"	93013	1	1	65	0	18	1	0	15.25	15.45	1
"R0"	93013	1	4	65	0	20	1	1	15.25	10.3	1
"R0"	93013	2	5	2	0	15	1	0	.21	14.96	0
"R0"	93013	2	10	2	0	20	1	1	.21	14.96	0
"R0"	93013	2	3	18	0	20	1	0	.93	19.81	0
"R0"	93013	2	8	18	0	15	1	1	.93	9.9	1
"R0"	93013	2	1	34	0	15	1	0	1.23	14.81	1
"R0"	93013	2	9	34	0	20	1	1	1.23	14.81	1
"R0"	93013	2	4	50	0	20	1	0	.24	19.95	1
"R0"	93013	2	6	50	0	20	1	1	.24	9.97	1
"R0"	93013	2	2	66	0	15	1	0	.41	14.93	0
"R0"	93013	2	7	66	0	20	1	1	.41	14.93	0
"R0"	93013	3	2	3	0	15	1	1	.31	9.96	0
"R0"	93013	3	7	3	0	20	1	0	.31	19.93	0
"R0"	93013	3	1	19	0	20	1	0	6.54	18.73	1
"R0"	93013	3	6	19	0	20	1	1	6.54	9.36	1
"R0"	93013	3	3	35	0	20	1	0	.26	19.94	0
"R0"	93013	3	9	35	0	15	1	1	.26	9.97	1
"R0"	93013	3	4	51	0	20	1	0	.5	19.9	1
"R0"	93013	3	5	51	0	20	1	1	.5	9.95	0
"R0"	93013	3	8	67	0	15	0		0	15	1
"R0"	93013	3	10	67	0	15	0		0	15	0
"R0"	93013	4	1	4	0	20	1	0	36.64	13.86	1
"R0"	93013	4	3	4	0	20	1	1	36.64	6.93	0
"R0"	93013	4	4	20	0	20	1	0	.33	19.93	1
"R0"	93013	4	6	20	0	15	1	1	.33	9.96	1
"R0"	93013	4	2	36	0	15	0		0	15	0
"R0"	93013	4	5	36	0	15	0		0	15	0
