* Dictionary *
treatment:	treatment indicator: C0, U1, U2, R3, R4, R0
date:		session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
period:		period #
id:			id #, constant through session
group:		identifies subjects that were grouped together for a period
robot:		= 0 if human subject, = 1 o/w
demand:		= amount demanded (in points, out of 30)
stage_2:	= 1 if there was a stage 2 (demands were incompatible), 0 o/w
accepted:	= 1 if subject conceded to the other player's demand in stage 2, = 0 o/w; set to missing if stage_2 == 0
delay:		= time (in seconds) to concession in stage 2; set to 0 if stage_2 == 0
points:		= points obtained in that period
wonlottery:	= 1 if subject won the lottery at the end of the experiment
**************

treatment	date	period	id	group	robot	demand	stage_2	accepted	delay	points	wonlottery
"U2"	102805	12	288	2252	0	30	1	0	5.5	28.39	1
"U2"	102805	12	289	2252	0	25	1	1	5.5	0	0
"U2"	102805	12	284	2268	0	20	1	1	70.3	4.95	0
"U2"	102805	12	293	2268	1	20	1	0	70.3	9.9	1
"U2"	102805	12	286	2284	0	15	1	1	.4	13.94	1
"U2"	102805	12	291	2284	0	16	1	0	.4	15.93	1
"U2"	102805	12	281	2300	0	14	1	1	10.2	9.03	0
"U2"	102805	12	290	2300	0	20	1	0	10.2	18.06	0
"U2"	102805	12	279	2316	0	20	1	0	74.6	9.48	1
"U2"	102805	12	280	2316	0	29	1	1	74.6	4.74	1
"U2"	102805	12	282	2332	0	30	1	1	31.4	13.14	0
"U2"	102805	12	294	2332	1	12	1	0	31.4	8.76	0
"U2"	102805	12	283	2348	0	15	1	0	.9	14.86	0
"U2"	102805	12	285	2348	0	18	1	1	.9	14.86	0
"U2"	102805	13	291	2237	0	14.5	1	1	6.4	9.38	1
"U2"	102805	13	293	2237	1	20	1	0	6.4	18.76	1
"U2"	102805	13	279	2253	0	20	1	1	3.4	14.49	1
"U2"	102805	13	283	2253	0	15	1	0	3.4	14.49	0
"U2"	102805	13	287	2269	0	21	1	1	1.8	9.82	0
"U2"	102805	13	290	2269	0	20	1	0	1.8	19.64	0
"U2"	102805	13	281	2285	0	14	1	0	3.4	13.53	0
"U2"	102805	13	289	2285	0	18	1	1	3.4	15.46	0
"U2"	102805	13	285	2301	0	20	1	0	69.4	9.99	0
"U2"	102805	13	292	2301	0	25	1	1	69.4	4.99	0
"U2"	102805	13	288	2317	0	30	1	1	.3	17.94	1
"U2"	102805	13	294	2317	1	12	1	0	.3	11.96	0
"U2"	102805	13	280	2333	0	17.5	1	0	.3	17.44	1
"U2"	102805	13	286	2333	0	15	1	1	.3	12.46	1
"U2"	102805	13	282	2349	0	30	1	1	53.8	5.83	0
"U2"	102805	13	284	2349	0	20	1	0	53.8	11.67	0
"U2"	102805	14	286	2238	0	15	1	1	.6	9.94	1
"U2"	102805	14	291	2238	0	20	1	0	.6	19.88	1
"U2"	102805	14	283	2254	0	15	1	0	177.5	2.54	0
"U2"	102805	14	288	2254	0	30	1	1	177.5	2.54	1
"U2"	102805	14	280	2270	0	17.9	1	0	22.5	14.29	1
"U2"	102805	14	282	2270	0	29	1	1	22.5	9.66	0
"U2"	102805	14	281	2286	0	14	1	1	10.3	9.02	0
"U2"	102805	14	290	2286	0	20	1	0	10.3	18.04	0
"U2"	102805	14	284	2302	0	20	1	0	9.9	18.11	0
"U2"	102805	14	287	2302	0	16	1	1	9.9	9.05	0
"U2"	102805	14	285	2318	0	19	1	0	11.5	16.93	0
"U2"	102805	14	289	2318	0	23	1	1	11.5	9.8	0
"U2"	102805	14	292	2334	0	25	1	1	22.4	7.99	0
"U2"	102805	14	293	2334	1	20	1	0	22.4	15.98	1
"U2"	102805	14	279	2350	0	20	1	1	.6	17.89	1
"U2"	102805	14	294	2350	1	12	1	0	.6	11.92	0
"U2"	102805	15	279	2239	0	20	1	0	3.4	19.33	1
"U2"	102805	15	291	2239	0	20	1	1	3.4	9.66	1
"U2"	102805	15	282	2255	0	15	0		0	15.5	0
"U2"	102805	15	289	2255	0	14	0		0	14.5	0
"U2"	102805	15	283	2271	0	15	1	1	46.6	6.27	0
"U2"	102805	15	293	2271	1	20	1	0	46.6	12.55	1
"U2"	102805	15	290	2287	0	20	1	1	4.1	17.27	0
"U2"	102805	15	294	2287	1	12	1	0	4.1	11.51	0
"U2"	102805	15	281	2303	0	14	1	1	10.7	8.98	0
"U2"	102805	15	284	2303	0	20	1	0	10.7	17.97	0
"U2"	102805	15	285	2319	0	18	1	0	.3	17.94	0
"U2"	102805	15	286	2319	0	15	1	1	.3	11.96	1
"U2"	102805	15	280	2335	0	18.3	1	0	202.9	2.4	1
"U2"	102805	15	288	2335	0	30	1	1	202.9	1.53	1
"U2"	102805	15	287	2351	0	19	1	1	.9	4.95	0
"U2"	102805	15	292	2351	0	25	1	0	.9	24.77	0
"U2"	103105	1	319	2481	0	16	0		0	20.5	0
"U2"	103105	1	321	2481	0	5	0		0	9.5	1
"U2"	103105	1	320	2497	0	11	0		0	19.75	0
"U2"	103105	1	324	2497	0	1.5	0		0	10.25	1
"U2"	103105	1	313	2513	0	20	1	0	1.1	19.78	1
"U2"	103105	1	318	2513	0	13	1	1	1.1	9.89	0
"U2"	103105	1	311	2529	0	20	1	1	2.6	11.69	0
"U2"	103105	1	323	2529	0	18	1	0	2.6	17.53	1
"U2"	103105	1	314	2545	0	20	1	1	33.6	7.14	0
"U2"	103105	1	322	2545	1	20	1	0	33.6	14.29	0
"U2"	103105	1	315	2561	0	20	1	0	.6	19.88	1
"U2"	103105	1	317	2561	0	15	1	1	.6	9.94	0
"U2"	103105	1	325	2577	0	20	1	1	4.2	17.25	1
"U2"	103105	1	326	2577	1	12	1	0	4.2	11.5	0
"U2"	103105	1	312	2593	0	20	1	1	5.8	9.43	1
"U2"	103105	1	316	2593	0	20	1	0	5.8	18.87	0
"U2"	103105	2	311	2482	0	29	1	1	3.6	9.64	0
"U2"	103105	2	325	2482	0	20	1	0	3.6	19.29	1
"U2"	103105	2	319	2498	0	16	1	1	7.5	9.27	0
"U2"	103105	2	321	2498	0	20	1	0	7.5	18.55	1
"U2"	103105	2	317	2514	0	20	1	0	1.3	19.74	0
"U2"	103105	2	320	2514	0	11	1	1	1.3	9.87	0
"U2"	103105	2	318	2530	0	7	0		0	16	0
"U2"	103105	2	324	2530	0	5	0		0	14	1
"U2"	103105	2	315	2546	0	20	1	1	6.8	9.34	1
"U2"	103105	2	322	2546	1	20	1	0	6.8	18.68	0
"U2"	103105	2	314	2562	0	15	0		0	16.5	0
"U2"	103105	2	326	2562	1	12	0		0	13.5	0
"U2"	103105	2	313	2578	0	20	1	0	.3	19.94	1
"U2"	103105	2	323	2578	0	18	1	1	.3	9.97	1
"U2"	103105	2	312	2594	0	19	1	1	1.2	9.88	1
"U2"	103105	2	316	2594	0	20	1	0	1.2	19.76	0
"U2"	103105	3	320	2483	0	7	0		0	13.5	0
"U2"	103105	3	321	2483	0	10	0		0	16.5	1
"U2"	103105	3	315	2499	0	20	0		0	20	1
"U2"	103105	3	324	2499	0	10	0		0	10	1
"U2"	103105	3	322	2515	1	20	1	0	.3	19.94	0
"U2"	103105	3	323	2515	0	18	1	1	.3	9.97	1
"U2"	103105	3	312	2531	0	15	1	1	.4	9.96	1
"U2"	103105	3	317	2531	0	20	1	0	.4	19.92	0
"U2"	103105	3	313	2547	0	20	1	1	.4	9.96	1
"U2"	103105	3	316	2547	0	20	1	0	.4	19.92	0
"U2"	103105	3	311	2563	0	5	0		0	9.5	0
"U2"	103105	3	319	2563	0	16	0		0	20.5	0
"U2"	103105	3	314	2579	0	18	1	1	8.1	9.22	0
"U2"	103105	3	325	2579	0	20	1	0	8.1	18.44	1
"U2"	103105	3	318	2595	0	7	0		0	12.5	0
